Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino)
--------------------------------------------------------------------------------
Verbose mode can be enabled via `-v, --verbose` option
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink)
PACKAGES: 
 - framework-arduinoststm32 @ 4.20600.231001 (2.6.0) 
 - framework-cmsis @ 2.50700.210515 (5.7.0) 
 - tool-dfuutil @ 1.11.0 
 - tool-dfuutil-arduino @ 1.11.0 
 - tool-openocd @ 3.1200.0 (12.0) 
 - tool-stm32duino @ 1.0.2 
 - toolchain-gccarmnoneeabi @ 1.120301.0 (12.3.1)
LDF: Library Dependency Finder -> https://bit.ly/configure-pio-ldf
LDF Modes: Finder ~ chain, Compatibility ~ soft
Found 17 compatible libraries
Scanning dependencies...
Dependency Graph
|-- ArduinoEigen @ 0.3.0
|-- SPI @ 1.0.0
Building in release mode
Checking size .pio\build\bluepill_f103c8\firmware.elf
Advanced Memory Usage is available via "PlatformIO Home > Project Inspect"
RAM:   [=         ]   8.0% (used 1632 bytes from 20480 bytes)
Flash: [====      ]  38.3% (used 25108 bytes from 65536 bytes)
Configuring upload protocol...
AVAILABLE: blackmagic, cmsis-dap, dfu, jlink, mbed, stlink
CURRENT: upload_protocol = stlink
Uploading .pio\build\bluepill_f103c8\firmware.elf
--- Terminal on COM5 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,80.55,-25.77,5.00,-5.00
0.88,0.00,0.00,86.18,-31.35,5.00,-5.00
1.60,0.00,0.00,80.51,-31.27,5.00,-5.00
2.37,0.00,0.00,80.51,-25.69,5.00,-5.00
3.57,0.00,0.00,86.09,-25.64,5.00,-5.00
4.32,0.00,0.00,86.09,-25.60,5.00,-5.00
5.17,0.00,0.00,86.00,-31.18,5.00,-5.00
5.88,0.00,0.00,86.00,-25.60,5.00,-5.00
7.06,0.00,0.00,80.33,-31.09,5.00,-5.00
7.94,0.00,0.00,85.91,-31.09,5.00,-5.00
8.66,0.00,0.00,80.24,-31.09,5.00,-5.00
9.43,0.00,0.00,85.83,-25.47,5.00,-5.00
10.63,0.00,0.00,85.78,-30.96,5.00,-5.00
11.41,0.00,0.00,80.20,-30.92,5.00,-5.00
12.21,0.00,0.00,80.11,-30.92,5.00,-5.00
13.00,0.00,0.00,85.65,-25.25,5.00,-5.00
14.18,0.00,0.00,79.98,-30.78,5.00,-5.00
15.01,0.00,0.00,79.85,-25.07,5.00,-5.00
15.73,0.00,0.00,85.52,-30.61,5.00,-5.00
16.67,0.00,0.00,79.72,-30.56,5.00,-5.00
17.81,0.00,0.00,85.25,-24.76,5.00,-5.00
18.53,0.00,0.00,85.12,-30.30,5.00,-5.00
19.38,0.00,0.00,79.45,-24.63,5.00,-5.00
20.61,0.00,0.00,84.95,-30.17,5.00,-5.00
21.33,0.00,0.00,79.28,-24.46,5.00,-5.00
22.14,0.00,0.00,84.81,-24.32,5.00,-5.00
23.40,0.00,0.00,84.59,-24.24,5.00,-5.00
24.12,0.00,0.00,79.06,-29.73,5.00,-5.00
24.88,0.00,0.00,78.88,-24.02,5.00,-5.00
25.67,0.00,0.00,78.84,-23.97,5.00,-5.00
26.86,0.00,0.00,89.93,-29.42,5.00,-5.00
27.75,0.00,0.00,89.85,-23.75,5.00,-5.00
