BEGIN CSV
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),X_Puck(cm),Y_Puck(cm),Left_Angle(deg),Right_Angle(deg),Left_PWM,Right_PWM
0.00,0.00,0.00,4.99,-2.17,46.21,117.18,-75.00,-75.00
1.70,0.00,0.00,4.98,-2.17,46.08,116.98,-75.00,-75.00
2.65,0.00,0.00,4.95,-2.18,45.37,116.59,-75.00,-75.00
3.86,0.00,0.00,4.88,-2.18,44.25,115.60,-75.00,-75.00
5.15,0.00,0.00,4.78,-2.20,42.36,114.24,-75.00,-75.00
6.44,0.00,0.00,4.68,-2.20,40.67,112.68,-75.00,-75.00
7.28,0.00,0.00,4.62,-2.19,39.79,111.51,-75.00,-75.00
8.61,0.00,0.00,4.50,-2.19,37.79,109.40,-75.00,-75.00
9.91,0.00,0.00,4.36,-2.18,35.68,106.92,-75.00,-75.00
10.98,0.00,0.00,4.22,-2.17,33.53,104.70,-75.00,-75.00
12.25,0.00,0.00,4.04,-2.17,30.61,101.76,-75.00,-75.00
13.61,0.00,0.00,3.83,-2.17,27.09,98.24,-75.00,-75.00
14.86,0.00,0.00,3.61,-2.17,23.66,94.68,-75.00,-75.00
15.73,0.00,0.00,3.45,-2.18,20.90,92.18,-75.00,-75.00
17.03,0.00,0.00,3.19,-2.18,16.59,87.98,-75.00,-75.00
18.35,0.00,0.00,2.91,-2.17,12.15,83.28,-75.00,-75.00
19.41,0.00,0.00,2.67,-2.17,8.15,79.15,-75.00,-75.00
20.64,0.00,0.00,2.36,-2.16,3.23,73.98,-75.00,-75.00
22.00,0.00,0.00,1.99,-2.16,-2.70,67.96,-75.00,-75.00
22.82,0.00,0.00,1.76,-2.15,-6.37,64.07,-75.00,-75.00
24.13,0.00,0.00,1.38,-2.14,-12.52,57.63,-75.00,-75.00
25.45,0.00,0.00,0.97,-2.14,-19.12,50.95,-75.00,-75.00
26.51,0.00,0.00,0.64,-2.14,-24.63,45.55,-75.00,-75.00
27.85,0.00,0.00,0.20,-2.15,-31.86,38.56,-75.00,-75.00
29.09,0.00,0.00,-0.21,-2.15,-38.67,31.64,-75.00,-75.00
30.48,0.00,0.00,-0.71,-2.14,-46.69,23.40,-75.00,-75.00
31.30,0.00,0.00,-1.01,-2.14,-51.59,18.50,-75.00,-75.00
32.63,0.00,0.00,-1.52,-2.13,-59.83,10.06,-75.00,-75.00
33.96,0.00,0.00,-2.05,-2.13,-68.42,1.25,-75.00,-75.00
35.06,0.00,0.00,-2.49,-2.12,-75.50,-6.13,-75.00,-75.00
36.35,0.00,0.00,-3.03,-2.12,-84.22,-14.94,-75.00,-75.00
37.70,0.00,0.00,-3.60,-2.11,-93.49,-24.35,-75.00,-75.00
39.01,0.00,0.00,-4.17,-2.10,-102.66,-33.79,-75.00,-75.00
40.42,0.00,0.00,-4.80,-2.10,-113.05,-44.25,-75.00,-75.00
41.68,0.00,0.00,-5.39,-2.10,-122.65,-53.81,-75.00,-75.00
42.59,0.00,0.00,-5.82,-2.10,-129.77,-60.89,-75.00,-75.00
43.93,0.00,0.00,-6.47,-2.11,-140.41,-71.35,-75.00,-75.00
45.28,0.00,0.00,-7.14,-2.11,-151.35,-82.35,-75.00,-75.00
46.62,0.00,0.00,-7.82,-2.11,-162.53,-93.56,-75.00,-75.00
47.84,0.00,0.00,-8.45,-2.10,-172.71,-104.08,-75.00,-75.00
49.07,0.00,0.00,-9.11,-2.09,-183.30,-114.85,-75.00,-75.00
50.47,0.00,0.00,-9.86,-2.08,-195.53,-127.31,-75.00,-75.00
51.79,0.00,0.00,-10.60,-2.09,-207.60,-139.33,-75.00,-75.00
53.23,0.00,0.00,-11.40,-2.08,-220.67,-152.69,-75.00,-75.00
54.47,0.00,0.00,-12.11,-2.08,-232.32,-164.25,-75.00,-75.00
55.92,0.00,0.00,-12.95,-2.07,-245.94,-178.04,-75.00,-75.00
57.34,0.00,0.00,-13.79,-2.07,-259.69,-191.87,-75.00,-75.00
58.67,0.00,0.00,-14.59,-2.07,-272.70,-204.94,-75.00,-75.00
59.53,0.00,0.00,-15.11,-2.06,-281.12,-213.53,-75.00,-75.00
60.88,0.00,0.00,-15.95,-2.06,-294.79,-227.33,-75.00,-75.00
62.24,0.00,0.00,-16.80,-2.05,-308.61,-241.39,-75.00,-75.00
63.60,0.00,0.00,-17.67,-2.05,-322.76,-255.72,-75.00,-75.00
64.94,0.00,0.00,-18.54,-2.04,-336.91,-270.18,-75.00,-75.00
66.30,0.00,0.00,-19.44,-2.04,-351.54,-284.81,-75.00,-75.00
67.60,0.00,0.00,-20.30,-2.04,-365.73,-298.85,-75.00,-75.00
68.88,0.00,0.00,-21.15,-2.04,-379.73,-312.85,-75.00,-75.00
70.30,0.00,0.00,-22.11,-2.04,-395.40,-328.65,-75.00,-75.00
71.61,0.00,0.00,-23.01,-2.03,-410.01,-343.45,-75.00,-75.00
73.00,0.00,0.00,-23.99,-2.03,-425.83,-359.45,-75.00,-75.00
74.40,0.00,0.00,-24.96,-2.03,-441.78,-375.47,-75.00,-75.00
75.71,0.00,0.00,-25.88,-2.02,-456.81,-390.59,-75.00,-75.00
77.14,0.00,0.00,-26.90,-2.02,-473.47,-407.33,-75.00,-75.00
78.49,0.00,0.00,-27.88,-2.02,-489.44,-423.44,-75.00,-75.00
79.90,0.00,0.00,-28.91,-2.02,-506.27,-440.20,-75.00,-75.00
80.72,0.00,0.00,-29.51,-2.02,-516.12,-450.13,75.00,75.00
82.08,0.00,0.00,-30.50,-2.02,-532.24,-466.24,75.00,75.00
83.42,0.00,0.00,-31.41,-2.02,-547.16,-481.07,75.00,75.00
84.76,0.00,0.00,-32.26,-2.00,-560.90,-495.31,75.00,75.00
86.01,0.00,0.00,-33.04,-1.99,-573.35,-508.27,75.00,75.00
87.24,0.00,0.00,-33.80,-1.98,-585.68,-520.97,75.00,75.00
88.61,0.00,0.00,-34.63,-1.96,-599.04,-534.73,75.00,75.00
89.90,0.00,0.00,-35.37,-1.97,-611.26,-546.86,75.00,75.00
91.32,0.00,0.00,-36.13,-1.97,-623.65,-559.18,75.00,75.00
92.55,0.00,0.00,-36.73,-1.96,-633.41,-569.31,75.00,75.00
93.94,0.00,0.00,-37.37,-1.95,-643.80,-579.86,75.00,75.00
94.85,0.00,0.00,-37.78,-1.95,-650.39,-586.49,75.00,75.00
96.19,0.00,0.00,-38.35,-1.95,-659.75,-595.88,75.00,75.00
97.54,0.00,0.00,-38.88,-1.96,-668.54,-604.42,75.00,75.00
98.88,0.00,0.00,-39.37,-1.95,-676.34,-612.49,75.00,75.00
100.08,0.00,0.00,-39.76,-1.95,-682.84,-618.99,75.00,75.00
