Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino),,,,,,,,,,,,
--------------------------------------------------------------------------------,,,,,,,,,,,,
Verbose mode can be enabled via `-v, --verbose` option,,,,,,,,,,,
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html,,,,,,,,,,,,
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8,,,,,,,,,,,,
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash,,,,,,,,,,
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink),,,,,,,,,
0.81,0,0,2.02,-7.12,-83.58,149.59,50,50,,,,
1.64,0,0,2.03,-7.12,-83.34,149.74,50,50,,,,
2.94,0,0,2.06,-7.12,-82.75,150.25,50,50,,,,
4.11,0,0,2.11,-7.12,-81.96,151.02,50,50,,,,
5.37,0,0,2.17,-7.11,-80.9,151.98,50,50,,,,
6.52,0,0,2.23,-7.11,-79.87,152.89,50,50,,,,
7.86,0,0,2.31,-7.12,-78.71,154.25,50,50,,,,
8.72,0,0,2.37,-7.11,-77.72,155.19,50,50,,,,
10.04,0,0,2.48,-7.12,-76,157.1,50,50,,,,
11.34,0,0,2.61,-7.12,-73.85,159.24,50,50,,,,
12.41,0,0,2.72,-7.12,-72.03,161.08,50,50,,,,
13.65,0,0,2.87,-7.12,-69.57,163.39,50,50,,,,
14.99,0,0,3.03,-7.11,-66.75,166.05,50,50,,,,
15.79,0,0,3.14,-7.11,-64.95,167.85,50,50,,,,
17.11,0,0,3.34,-7.11,-61.74,170.97,50,50,,,,
18.42,0,0,3.53,-7.11,-58.51,174.22,50,50,,,,
19.56,0,0,3.72,-7.11,-55.46,177.19,50,50,,,,
20.71,0,0,3.92,-7.11,-52.25,180.46,50,50,,,,
22.06,0,0,4.16,-7.11,-48.25,184.55,50,50,,,,
23.42,0,0,4.43,-7.11,-43.86,188.92,50,50,,,,
24.23,0,0,4.6,-7.11,-41.15,191.6,50,50,,,,
25.54,0,0,4.87,-7.11,-36.54,196.11,50,50,,,,
26.61,0,0,5.11,-7.11,-32.63,200.02,50,50,,,,
27.89,0,0,5.4,-7.11,-27.91,204.85,50,50,,,,
29.25,0,0,5.73,-7.11,-22.54,210.23,50,50,,,,
30.42,0,0,6.03,-7.11,-17.58,215.07,50,50,,,,
31.35,0,0,6.28,-7.11,-13.51,219.13,50,50,,,,
32.66,0,0,6.63,-7.11,-7.73,224.96,50,50,,,,
33.96,0,0,7,-7.11,-1.85,230.95,50,50,,,,
35,0,0,7.28,-7.1,3.03,235.42,50,50,,,,
36.25,0,0,7.64,-7.1,8.99,241.3,50,50,,,,
37.6,0,0,8.05,-7.09,15.75,247.85,50,50,,,,
38.4,0,0,8.3,-7.09,19.89,251.92,50,50,,,,
39.71,0,0,8.72,-7.08,26.83,258.73,50,50,,,,
41,0,0,9.15,-7.08,33.82,265.69,50,50,,,,
41.98,0,0,9.47,-7.08,39.18,270.99,50,50,,,,
43.31,0,0,9.92,-7.07,46.65,278.26,50,50,,,,
44.58,0,0,10.37,-7.07,53.92,285.47,50,50,,,,
45.42,0,0,10.66,-7.07,58.75,290.21,50,50,,,,
46.73,0,0,11.13,-7.07,66.49,297.84,50,50,,,,
47.8,0,0,11.52,-7.06,72.93,304.17,50,50,,,,
49.09,0,0,12,-7.06,80.86,311.95,50,50,,,,
50.42,0,0,12.51,-7.06,89.25,320.3,50,50,,,,
51.65,0,0,12.99,-7.05,97.27,328.03,50,50,,,,
52.53,0,0,13.33,-7.05,102.88,333.63,50,50,,,,
53.85,0,0,13.85,-7.05,111.42,342.16,50,50,,,,
55.16,0,0,14.39,-7.05,120.17,350.84,50,50,,,,
56.27,0,0,14.84,-7.04,127.66,358.31,50,50,,,,
57.47,0,0,15.34,-7.04,135.94,366.37,50,50,,,,
58.87,0,0,15.93,-7.04,145.55,375.89,50,50,,,,
60.17,0,0,16.48,-7.03,154.71,384.96,50,50,,,,
60.99,0,0,16.84,-7.03,160.58,390.7,50,50,,,,
62.32,0,0,17.41,-7.02,170.05,399.97,50,50,,,,
63.63,0,0,18,-7.02,179.67,409.5,50,50,,,,
64.77,0,0,18.51,-7.01,188.28,417.85,50,50,,,,
65.98,0,0,19.07,-7.01,197.4,426.82,50,50,,,,
67.37,0,0,19.71,-7,207.97,437.28,50,50,,,,
68.62,0,0,20.3,-7,217.73,446.95,50,50,,,,
69.48,0,0,20.71,-7,224.41,453.54,50,50,,,,
70.8,0,0,21.33,-7,234.67,463.8,50,50,,,,
72.11,0,0,21.96,-7,244.93,474.15,50,50,,,,
73.28,0,0,22.54,-7,254.36,483.57,50,50,,,,
74.48,0,0,23.13,-7,263.98,493.15,50,50,,,,
75.87,0,0,23.82,-7,275.47,504.51,50,50,,,,
77.06,0,0,24.42,-6.99,285.38,514.16,50,50,,,,
78,0,0,24.89,-6.99,293.16,521.87,50,50,,,,
79.32,0,0,25.58,-6.98,304.43,532.95,50,50,,,,
80.64,0,0,26.26,-6.98,315.62,544.11,0,0,,,,
81.66,0,0,26.79,-6.98,324.25,552.85,0,0,,,,
82.92,0,0,27.44,-6.98,334.97,563.44,0,0,,,,
84.26,0,0,28.11,-6.98,345.92,574.3,0,0,,,,
85.55,0,0,28.74,-6.97,356.44,584.54,0,0,,,,
86.38,0,0,29.15,-6.96,363.16,591.09,0,0,,,,
87.68,0,0,29.77,-6.95,373.65,601.13,0,0,,,,
88.72,0,0,30.26,-6.94,381.77,609.1,0,0,,,,
89.93,0,0,30.81,-6.94,390.81,618.07,0,0,,,,
91.25,0,0,31.4,-6.94,400.41,627.63,0,0,,,,
92.12,0,0,31.78,-6.94,406.76,633.82,0,0,,,,
93.43,0,0,32.35,-6.93,416.07,642.96,0,0,,,,
94.74,0,0,32.91,-6.92,425.39,651.97,0,0,,,,
95.72,0,0,33.32,-6.92,432.11,658.67,0,0,,,,
97.07,0,0,33.85,-6.92,440.86,667.46,0,0,,,,
98.26,0,0,34.32,-6.92,448.55,674.98,0,0,,,,
99.18,0,0,34.67,-6.91,454.46,680.76,0,0,,,,
100.49,0,0,35.17,-6.9,462.66,688.71,0,0,,,,
101.81,0,0,35.66,-6.89,470.87,696.56,0,0,,,,
102.76,0,0,36,-6.89,476.54,702.2,0,0,,,,
104.14,0,0,36.48,-6.9,484.37,710.16,0,0,,,,
105.37,0,0,36.91,-6.89,491.33,717.03,0,0,,,,
106.73,0,0,37.36,-6.89,498.78,724.44,0,0,,,,
107.57,0,0,37.63,-6.88,503.37,728.66,0,0,,,,
108.88,0,0,38.05,-6.87,510.42,735.42,0,0,,,,
109.93,0,0,38.38,-6.87,515.74,740.68,0,0,,,,
111.18,0,0,38.76,-6.86,522.11,746.87,0,0,,,,
112.57,0,0,39.17,-6.86,528.93,753.57,0,0,,,,
113.73,0,0,39.51,-6.86,534.46,759.13,0,0,,,,
114.69,0,0,39.79,-6.85,539.14,763.55,0,0,,,,
116,0,0,40.15,-6.85,545.05,769.33,0,0,,,,
117.29,0,0,40.49,-6.85,550.81,774.95,0,0,,,,
118.37,0,0,40.77,-6.84,555.45,779.52,0,0,,,,
119.58,0,0,41.07,-6.84,560.37,784.36,0,0,,,,
120.95,0,0,41.41,-6.84,565.91,789.83,0,0,,,,
121.77,0,0,41.61,-6.83,569.25,792.99,0,0,,,,
123.09,0,0,41.91,-6.83,574.37,797.87,0,0,,,,
124.41,0,0,42.22,-6.82,579.42,802.75,0,0,,,,
125.43,0,0,42.44,-6.82,583.15,806.46,0,0,,,,
126.75,0,0,42.73,-6.81,588.01,811.01,0,0,,,,
128.05,0,0,43.01,-6.81,592.49,815.52,0,0,,,,
129.39,0,0,43.28,-6.81,597.02,819.95,0,0,,,,
130.21,0,0,43.45,-6.8,599.88,822.57,0,0,,,,
131.54,0,0,43.71,-6.8,604.18,826.81,0,0,,,,
132.83,0,0,43.95,-6.8,608.25,830.83,0,0,,,,
133.85,0,0,44.14,-6.8,611.32,833.84,0,0,,,,
135.12,0,0,44.36,-6.8,614.93,837.47,0,0,,,,
136.45,0,0,44.59,-6.79,618.84,841.2,0,0,,,,
137.28,0,0,44.74,-6.79,621.17,843.53,0,0,,,,
138.6,0,0,44.96,-6.79,624.88,847.07,0,0,,,,
139.9,0,0,45.17,-6.78,628.37,850.45,0,0,,,,
141.04,0,0,45.34,-6.78,631.32,853.24,0,0,,,,
142.15,0,0,45.51,-6.78,634.11,855.97,0,0,,,,
143.52,0,0,45.72,-6.78,637.45,859.28,0,0,,,,
144.88,0,0,45.91,-6.77,640.7,862.36,0,0,,,,
145.71,0,0,46.02,-6.77,642.61,864.16,0,0,,,,
147.02,0,0,46.2,-6.76,645.6,866.95,0,0,,,,
148.07,0,0,46.34,-6.76,647.84,869.19,0,0,,,,
149.32,0,0,46.49,-6.76,650.41,871.74,0,0,,,,
150.71,0,0,46.66,-6.75,653.29,874.45,0,0,,,,
151.88,0,0,46.8,-6.75,655.53,876.62,0,0,,,,
152.84,0,0,46.91,-6.75,657.4,878.38,0,0,,,,
154.14,0,0,47.05,-6.75,659.62,880.71,0,0,,,,
155.44,0,0,47.19,-6.75,662.12,883.04,0,0,,,,
156.51,0,0,47.3,-6.75,663.9,884.82,0,0,,,,
157.7,0,0,47.43,-6.75,665.9,886.82,0,0,,,,
159.07,0,0,47.56,-6.74,668.19,888.88,0,0,,,,
159.9,0,0,47.64,-6.74,669.55,890.16,0,0,,,,
========================= [SUCCESS] Took 11.21 seconds =========================,,,,,,,,,,,,
