Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino),,,,,,,,,,,,
--------------------------------------------------------------------------------,,,,,,,,,,,,
Verbose mode can be enabled via `-v, --verbose` option,,,,,,,,,,,
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html,,,,,,,,,,,,
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8,,,,,,,,,,,,
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash,,,,,,,,,,
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink),,,,,,,,,
0.84,0,0,-5.51,1.84,-60.03,-120.37,20,20,,,,
1.67,0,0,-5.51,1.84,-59.99,-120.34,20,20,,,,
2.99,0,0,-5.49,1.84,-59.72,-120.1,20,20,,,,
4.3,0,0,-5.48,1.85,-59.44,-119.86,20,20,,,,
5.46,0,0,-5.46,1.84,-59.15,-119.47,20,20,,,,
6.61,0,0,-5.43,1.84,-58.82,-119.03,20,20,,,,
7.95,0,0,-5.4,1.84,-58.29,-118.48,20,20,,,,
9.3,0,0,-5.36,1.84,-57.63,-117.82,20,20,,,,
10.13,0,0,-5.33,1.84,-57.28,-117.38,20,20,,,,
11.46,0,0,-5.29,1.84,-56.47,-116.63,20,20,,,,
12.78,0,0,-5.24,1.84,-55.72,-115.86,20,20,,,,
13.82,0,0,-5.2,1.83,-55.02,-115.07,20,20,,,,
15.11,0,0,-5.14,1.84,-54.03,-114.19,20,20,,,,
16.41,0,0,-5.07,1.84,-52.95,-113.14,20,20,,,,
17.77,0,0,-5.01,1.84,-51.92,-112.04,20,20,,,,
18.6,0,0,-4.96,1.83,-51.24,-111.31,20,20,,,,
19.94,0,0,-4.89,1.83,-50.01,-110.08,20,20,,,,
21.25,0,0,-4.81,1.83,-48.74,-108.68,20,20,,,,
22.32,0,0,-4.74,1.83,-47.64,-107.6,20,20,,,,
23.51,0,0,-4.67,1.83,-46.41,-106.46,20,20,,,,
24.9,0,0,-4.57,1.84,-44.82,-104.94,20,20,,,,
26.28,0,0,-4.48,1.84,-43.18,-103.43,20,20,,,,
27.11,0,0,-4.41,1.83,-42.23,-102.3,20,20,,,,
28.43,0,0,-4.31,1.83,-40.54,-100.52,20,20,,,,
29.76,0,0,-4.2,1.83,-38.83,-98.79,20,20,,,,
30.72,0,0,-4.12,1.83,-37.64,-97.4,20,20,,,,
32.09,0,0,-4.01,1.83,-35.66,-95.52,20,20,,,,
33.33,0,0,-3.9,1.83,-33.93,-93.76,20,20,,,,
34.69,0,0,-3.78,1.83,-31.93,-91.71,20,20,,,,
35.53,0,0,-3.7,1.83,-30.56,-90.44,20,20,,,,
36.84,0,0,-3.57,1.83,-28.54,-88.42,20,20,,,,
37.89,0,0,-3.47,1.83,-26.81,-86.73,20,20,,,,
39.16,0,0,-3.34,1.83,-24.79,-84.73,20,20,,,,
40.52,0,0,-3.21,1.83,-22.46,-82.49,20,20,,,,
41.69,0,0,-3.08,1.83,-20.35,-80.42,20,20,,,,
42.65,0,0,-2.98,1.83,-18.72,-78.73,20,20,,,,
43.96,0,0,-2.83,1.83,-16.37,-76.29,20,20,,,,
45.27,0,0,-2.68,1.83,-13.91,-73.78,20,20,,,,
46.31,0,0,-2.56,1.83,-11.95,-71.85,20,20,,,,
47.57,0,0,-2.41,1.83,-9.43,-69.46,20,20,,,,
48.91,0,0,-2.25,1.83,-6.77,-66.82,20,20,,,,
49.75,0,0,-2.15,1.84,-5.12,-65.21,20,20,,,,
51.05,0,0,-1.99,1.84,-2.44,-62.58,20,20,,,,
52.36,0,0,-1.82,1.84,0.26,-59.92,20,20,,,,
53.26,0,0,-1.71,1.84,2.13,-57.96,20,20,,,,
54.58,0,0,-1.53,1.84,5.01,-55.11,20,20,,,,
55.93,0,0,-1.35,1.84,8.02,-52.19,20,20,,,,
56.76,0,0,-1.24,1.84,9.76,-50.38,20,20,,,,
58.06,0,0,-1.07,1.84,12.61,-47.48,20,20,,,,
59.37,0,0,-0.88,1.84,15.62,-44.54,20,20,,,,
60.26,0,0,-0.76,1.84,17.69,-42.54,20,20,,,,
61.58,0,0,-0.57,1.84,20.72,-39.51,20,20,,,,
62.46,0,0,-0.45,1.84,22.85,-37.53,20,20,,,,
63.76,0,0,-0.26,1.85,26.04,-34.54,20,20,,,,
65.08,0,0,-0.07,1.85,29.2,-31.35,20,20,,,,
66.03,0,0,0.08,1.84,31.46,-28.94,20,20,,,,
67.38,0,0,0.28,1.84,34.76,-25.6,20,20,,,,
68.54,0,0,0.46,1.84,37.66,-22.68,20,20,,,,
69.49,0,0,0.6,1.84,40.06,-20.3,20,20,,,,
70.79,0,0,0.81,1.85,43.4,-17.03,20,20,,,,
72.08,0,0,1.01,1.84,46.65,-13.67,20,20,,,,
73.03,0,0,1.16,1.85,49.15,-11.32,20,20,,,,
74.36,0,0,1.37,1.84,52.65,-7.76,20,20,,,,
75.19,0,0,1.51,1.85,54.89,-5.6,20,20,,,,
76.45,0,0,1.71,1.85,58.23,-2.26,20,20,,,,
77.73,0,0,1.92,1.85,61.72,1.23,20,20,,,,
78.7,0,0,2.08,1.85,64.31,3.85,20,20,,,,
79.92,0,0,2.29,1.85,67.63,7.21,20,20,,,,
80.77,0,0,2.43,1.85,70.09,9.38,0,0,,,,
82.03,0,0,2.64,1.85,73.54,12.99,0,0,,,,
82.99,0,0,2.8,1.85,76.14,15.58,0,0,,,,
84.23,0,0,3,1.85,79.34,18.76,0,0,,,,
85.04,0,0,3.12,1.85,81.43,20.85,0,0,,,,
86.31,0,0,3.32,1.85,84.59,24.06,0,0,,,,
87.25,0,0,3.46,1.85,86.99,26.32,0,0,,,,
88.56,0,0,3.66,1.85,90.18,29.53,0,0,,,,
89.69,0,0,3.82,1.85,92.79,32.12,0,0,,,,
90.62,0,0,3.95,1.85,94.92,34.26,0,0,,,,
91.87,0,0,4.11,1.86,97.67,36.83,0,0,,,,
92.8,0,0,4.23,1.85,99.62,38.89,0,0,,,,
94.04,0,0,4.39,1.86,102.26,41.51,0,0,,,,
94.86,0,0,4.5,1.86,104.06,43.18,0,0,,,,
96.12,0,0,4.65,1.86,106.63,45.68,0,0,,,,
97.15,0,0,4.77,1.86,108.65,47.68,0,0,,,,
98.34,0,0,4.91,1.87,110.98,49.88,0,0,,,,
99.18,0,0,5,1.86,112.32,51.39,0,0,,,,
100.46,0,0,5.14,1.87,114.65,53.55,0,0,,,,
101.74,0,0,5.27,1.87,116.78,55.61,0,0,,,,
102.72,0,0,5.36,1.87,118.41,57.15,0,0,,,,
104,0,0,5.49,1.87,120.48,59.28,0,0,,,,
104.81,0,0,5.56,1.87,121.68,60.49,0,0,,,,
106.1,0,0,5.68,1.87,123.6,62.38,0,0,,,,
107.09,0,0,5.76,1.87,124.94,63.72,0,0,,,,
108.35,0,0,5.87,1.87,126.69,65.5,0,0,,,,
109.65,0,0,5.97,1.87,128.47,67.15,0,0,,,,
110.46,0,0,6.04,1.87,129.55,68.2,0,0,,,,
111.75,0,0,6.14,1.87,131.2,69.9,0,0,,,,
112.69,0,0,6.21,1.87,132.28,70.95,0,0,,,,
114.08,0,0,6.3,1.87,133.79,72.55,0,0,,,,
115.13,0,0,6.37,1.87,134.96,73.61,0,0,,,,
116.15,0,0,6.44,1.87,135.99,74.73,0,0,,,,
117.41,0,0,6.52,1.87,137.37,76.05,0,0,,,,
118.69,0,0,6.59,1.88,138.58,77.19,0,0,,,,
119.59,0,0,6.64,1.87,139.35,78.07,0,0,,,,
120.93,0,0,6.71,1.87,140.58,79.26,0,0,,,,
121.75,0,0,6.76,1.88,141.33,79.87,0,0,,,,
123.04,0,0,6.82,1.88,142.34,80.9,0,0,,,,
123.96,0,0,6.86,1.88,143.13,81.56,0,0,,,,
125.32,0,0,6.92,1.88,144.05,82.6,0,0,,,,
126.47,0,0,6.97,1.88,144.84,83.34,0,0,,,,
127.4,0,0,7.01,1.87,145.37,84.02,0,0,,,,
128.68,0,0,7.05,1.87,146.12,84.77,0,0,,,,
129.58,0,0,7.08,1.87,146.65,85.32,0,0,,,,
130.94,0,0,7.13,1.88,147.52,86.02,0,0,,,,
132.14,0,0,7.17,1.88,148.07,86.59,0,0,,,,
133.03,0,0,7.19,1.88,148.49,87.06,0,0,,,,
134.33,0,0,7.23,1.88,149.11,87.56,0,0,,,,
135.2,0,0,7.25,1.88,149.48,87.96,0,0,,,,
136.55,0,0,7.29,1.88,150.01,88.53,0,0,,,,
137.83,0,0,7.31,1.88,150.47,88.95,0,0,,,,
138.65,0,0,7.33,1.88,150.84,89.23,0,0,,,,
139.94,0,0,7.36,1.88,151.19,89.67,0,0,,,,
140.92,0,0,7.38,1.88,151.52,89.96,0,0,,,,
142.22,0,0,7.4,1.88,151.81,90.33,0,0,,,,
143.45,0,0,7.42,1.88,152.12,90.7,0,0,,,,
144.3,0,0,7.43,1.88,152.34,90.88,0,0,,,,
145.59,0,0,7.45,1.88,152.67,91.14,0,0,,,,
146.54,0,0,7.46,1.88,152.84,91.34,0,0,,,,
147.84,0,0,7.47,1.88,153.15,91.54,0,0,,,,
149.12,0,0,7.49,1.88,153.35,91.8,0,0,,,,
149.94,0,0,7.49,1.88,153.44,91.87,0,0,,,,
151.21,0,0,7.5,1.88,153.57,92.11,0,0,,,,
152.25,0,0,7.51,1.88,153.63,92.15,0,0,,,,
153.47,0,0,7.52,1.87,153.7,92.35,0,0,,,,
154.81,0,0,7.52,1.88,153.76,92.31,0,0,,,,
155.63,0,0,7.52,1.88,153.81,92.35,0,0,,,,
156.91,0,0,7.52,1.88,153.81,92.42,0,0,,,,
157.78,0,0,7.52,1.87,153.81,92.46,0,0,,,,
159.09,0,0,7.52,1.87,153.68,92.44,0,0,,,,
159.94,0,0,7.52,1.87,153.76,92.4,0,0,,,,
========================= [SUCCESS] Took 11.36 seconds =========================,,,,,,,,,,,,
