Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino),,,,,,,,,,,,
--------------------------------------------------------------------------------,,,,,,,,,,,,
Verbose mode can be enabled via `-v, --verbose` option,,,,,,,,,,,
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html,,,,,,,,,,,,
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8,,,,,,,,,,,,
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash,,,,,,,,,,
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink),,,,,,,,,
1.67,0,0,7.51,1.86,153.39,92.35,-20,20,,,,
2.97,0,0,7.5,1.85,153.17,92.48,-20,20,,,,
4.27,0,0,7.51,1.84,152.97,92.77,-20,20,,,,
5.25,0,0,7.51,1.83,152.82,92.97,-20,20,,,,
6.51,0,0,7.51,1.81,152.56,93.27,-20,20,,,,
7.34,0,0,7.51,1.81,152.56,93.34,-20,20,,,,
8.64,0,0,7.51,1.79,152.25,93.58,-20,20,,,,
9.93,0,0,7.51,1.78,152.01,93.74,-20,20,,,,
11.01,0,0,7.51,1.77,151.85,93.91,-20,20,,,,
12.08,0,0,7.51,1.76,151.68,94.11,-20,20,,,,
13.4,0,0,7.51,1.74,151.5,94.39,-20,20,,,,
14.4,0,0,7.51,1.73,151.22,94.68,-20,20,,,,
15.71,0,0,7.51,1.69,150.69,95.23,-20,20,,,,
17.01,0,0,7.51,1.66,150.18,95.71,-20,20,,,,
17.95,0,0,7.51,1.64,149.83,96.17,-20,20,,,,
19.32,0,0,7.52,1.6,149.15,96.9,-20,20,,,,
20.49,0,0,7.51,1.56,148.58,97.38,-20,20,,,,
21.44,0,0,7.52,1.54,148.27,97.87,-20,20,,,,
22.76,0,0,7.52,1.49,147.5,98.61,-20,20,,,,
24.06,0,0,7.52,1.45,146.87,99.29,-20,20,,,,
25,0,0,7.51,1.42,146.25,99.78,-20,20,,,,
26.32,0,0,7.52,1.38,145.57,100.52,-20,20,,,,
27.63,0,0,7.52,1.33,144.78,101.36,-20,20,,,,
28.47,0,0,7.52,1.29,144.18,101.87,-20,20,,,,
29.78,0,0,7.51,1.24,143.22,102.77,-20,20,,,,
30.83,0,0,7.51,1.19,142.54,103.45,-20,20,,,,
32.12,0,0,7.51,1.13,141.5,104.48,-20,20,,,,
33.42,0,0,7.51,1.07,140.43,105.56,-20,20,,,,
34.72,0,0,7.51,1,139.35,106.61,-20,20,,,,
35.55,0,0,7.51,0.96,138.58,107.27,-20,20,,,,
36.87,0,0,7.51,0.89,137.42,108.35,-20,20,,,,
38.18,0,0,7.51,0.82,136.25,109.53,-20,20,,,,
39.31,0,0,7.51,0.75,135.26,110.57,-20,20,,,,
40.41,0,0,7.51,0.69,134.21,111.58,-20,20,,,,
41.78,0,0,7.51,0.62,132.96,112.81,-20,20,,,,
43.12,0,0,7.51,0.53,131.62,114.1,-20,20,,,,
44,0,0,7.51,0.48,130.78,115.05,-20,20,,,,
45.32,0,0,7.51,0.39,129.31,116.41,-20,20,,,,
46.33,0,0,7.51,0.33,128.28,117.47,-20,20,,,,
47.65,0,0,7.51,0.24,126.87,119,-20,20,,,,
48.92,0,0,7.51,0.16,125.46,120.37,-20,20,,,,
50.29,0,0,7.51,0.06,123.86,121.95,-20,20,,,,
51.12,0,0,7.51,0,122.85,122.96,-20,20,,,,
52.44,0,0,7.51,-0.1,121.18,124.56,-20,20,,,,
53.77,0,0,7.51,-0.21,119.53,126.25,-20,20,,,,
54.7,0,0,7.51,-0.28,118.37,127.4,-20,20,,,,
56.09,0,0,7.51,-0.38,116.67,129.11,-20,20,,,,
57.39,0,0,7.51,-0.48,115,130.78,-20,20,,,,
58.75,0,0,7.51,-0.59,113.2,132.54,-20,20,,,,
59.58,0,0,7.5,-0.65,112.15,133.55,-20,20,,,,
60.92,0,0,7.51,-0.76,110.46,135.31,-20,20,,,,
62.24,0,0,7.5,-0.88,108.48,137.13,-20,20,,,,
63.2,0,0,7.5,-0.96,107.09,138.52,-20,20,,,,
64.59,0,0,7.5,-1.08,105.12,140.47,-20,20,,,,
65.87,0,0,7.5,-1.19,103.29,142.4,-20,20,,,,
67.25,0,0,7.5,-1.32,101.18,144.47,-20,20,,,,
68.08,0,0,7.5,-1.41,99.78,145.83,-20,20,,,,
69.39,0,0,7.5,-1.53,97.84,147.85,-20,20,,,,
70.7,0,0,7.5,-1.66,95.69,149.9,-20,20,,,,
71.74,0,0,7.5,-1.76,94.11,151.59,-20,20,,,,
72.99,0,0,7.5,-1.88,92.11,153.54,-20,20,,,,
74.38,0,0,7.5,-2.01,89.98,155.68,-20,20,,,,
75.52,0,0,7.5,-2.12,88.07,157.61,-20,20,,,,
76.53,0,0,7.5,-2.22,86.37,159.1,-20,20,,,,
77.8,0,0,7.5,-2.35,84.33,161.32,-20,20,,,,
78.84,0,0,7.5,-2.46,82.53,163.06,-20,20,,,,
80.1,0,0,7.5,-2.59,80.42,165.21,0,0,,,,
81.44,0,0,7.5,-2.74,77.98,167.72,0,0,,,,
82.27,0,0,7.5,-2.83,76.6,169.1,0,0,,,,
83.55,0,0,7.5,-2.95,74.55,171.12,0,0,,,,
84.82,0,0,7.51,-3.07,72.62,173.14,0,0,,,,
85.73,0,0,7.51,-3.16,71.17,174.55,0,0,,,,
87.05,0,0,7.5,-3.29,69.06,176.62,0,0,,,,
87.87,0,0,7.51,-3.37,67.74,177.98,0,0,,,,
89.16,0,0,7.51,-3.5,65.57,180.18,0,0,,,,
90.44,0,0,7.51,-3.63,63.41,182.35,0,0,,,,
91.42,0,0,7.51,-3.74,61.77,184.06,0,0,,,,
92.68,0,0,7.51,-3.86,59.68,186.13,0,0,,,,
93.5,0,0,7.5,-3.94,58.27,187.43,0,0,,,,
94.79,0,0,7.51,-4.07,56.23,189.54,0,0,,,,
95.79,0,0,7.5,-4.16,54.73,190.94,0,0,,,,
97.04,0,0,7.51,-4.28,52.91,192.9,0,0,,,,
98.34,0,0,7.51,-4.39,50.95,194.83,0,0,,,,
99.17,0,0,7.51,-4.47,49.79,196.13,0,0,,,,
100.45,0,0,7.51,-4.59,47.86,198.02,0,0,,,,
101.74,0,0,7.51,-4.7,45.92,199.89,0,0,,,,
102.7,0,0,7.51,-4.79,44.45,201.36,0,0,,,,
104.01,0,0,7.51,-4.91,42.54,203.33,0,0,,,,
104.83,0,0,7.51,-4.99,41.29,204.54,0,0,,,,
106.11,0,0,7.5,-5.1,39.33,206.35,0,0,,,,
107.39,0,0,7.51,-5.21,37.64,208.17,0,0,,,,
108.47,0,0,7.51,-5.3,36.15,209.73,0,0,,,,
109.63,0,0,7.51,-5.4,34.56,211.22,0,0,,,,
110.94,0,0,7.51,-5.5,32.81,213.02,0,0,,,,
111.82,0,0,7.51,-5.58,31.62,214.23,0,0,,,,
113.11,0,0,7.51,-5.68,29.88,215.93,0,0,,,,
114.12,0,0,7.51,-5.77,28.48,217.24,0,0,,,,
115.4,0,0,7.51,-5.87,26.87,218.96,0,0,,,,
116.65,0,0,7.5,-5.97,25.14,220.5,0,0,,,,
117.5,0,0,7.51,-6.03,24.13,221.62,0,0,,,,
118.8,0,0,7.51,-6.13,22.5,223.33,0,0,,,,
119.78,0,0,7.51,-6.21,21.2,224.58,0,0,,,,
121.15,0,0,7.51,-6.32,19.53,226.3,0,0,,,,
122.26,0,0,7.51,-6.4,18.19,227.7,0,0,,,,
123.22,0,0,7.51,-6.47,17.07,228.91,0,0,,,,
124.51,0,0,7.51,-6.56,15.45,230.36,0,0,,,,
125.81,0,0,7.51,-6.66,13.93,231.88,0,0,,,,
126.71,0,0,7.51,-6.72,12.9,232.91,0,0,,,,
128.04,0,0,7.51,-6.82,11.34,234.47,0,0,,,,
129.39,0,0,7.51,-6.91,9.78,235.99,0,0,,,,
130.21,0,0,7.51,-6.97,8.88,236.95,0,0,,,,
131.49,0,0,7.51,-7.06,7.36,238.43,0,0,,,,
132.37,0,0,7.51,-7.12,6.33,239.48,0,0,,,,
133.72,0,0,7.51,-7.21,4.92,240.86,0,0,,,,
134.99,0,0,7.51,-7.3,3.45,242.31,0,0,,,,
135.81,0,0,7.51,-7.35,2.66,243.15,0,0,,,,
137.09,0,0,7.51,-7.43,1.25,244.58,0,0,,,,
138.1,0,0,7.51,-7.49,0.2,245.57,0,0,,,,
139.34,0,0,7.51,-7.57,-1.08,246.84,0,0,,,,
140.69,0,0,7.51,-7.66,-2.53,248.25,0,0,,,,
141.51,0,0,7.5,-7.71,-3.43,249.1,0,0,,,,
142.81,0,0,7.51,-7.79,-4.72,250.47,0,0,,,,
143.65,0,0,7.51,-7.85,-5.52,251.35,0,0,,,,
145.03,0,0,7.51,-7.93,-6.9,252.71,0,0,,,,
146.34,0,0,7.51,-8,-8.04,253.83,0,0,,,,
147.16,0,0,7.51,-8.05,-8.85,254.62,0,0,,,,
148.46,0,0,7.5,-8.12,-10.13,255.78,0,0,,,,
149.77,0,0,7.51,-8.2,-11.32,257.04,0,0,,,,
150.73,0,0,7.5,-8.25,-12.28,257.89,0,0,,,,
152.09,0,0,7.5,-8.33,-13.58,259.08,0,0,,,,
153.31,0,0,7.5,-8.39,-14.63,260.16,0,0,,,,
154.2,0,0,7.5,-8.45,-15.51,260.99,0,0,,,,
155.5,0,0,7.5,-8.52,-16.66,262.13,0,0,,,,
156.51,0,0,7.5,-8.57,-17.51,263.08,0,0,,,,
157.83,0,0,7.5,-8.64,-18.63,264.2,0,0,,,,
159.08,0,0,7.5,-8.7,-19.67,265.28,0,0,,,,
159.92,0,0,7.5,-8.75,-20.39,265.96,0,0,,,,
========================= [SUCCESS] Took 11.19 seconds =========================,,,,,,,,,,,,
