Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino),,,,,,,,,,,,
--------------------------------------------------------------------------------,,,,,,,,,,,,
Verbose mode can be enabled via `-v, --verbose` option,,,,,,,,,,,
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html,,,,,,,,,,,,
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8,,,,,,,,,,,,
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash,,,,,,,,,,
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink),,,,,,,,,
0.82,0,0,1.1,8.98,165.12,-128.98,100,-100,,,,
2.23,0,0,1.11,9.02,165.78,-129.51,100,-100,,,,
3.05,0,0,1.11,9.06,166.62,-130.14,100,-100,,,,
4.38,0,0,1.13,9.17,168.53,-131.57,100,-100,,,,
5.73,0,0,1.14,9.27,170.38,-133,100,-100,,,,
6.79,0,0,1.15,9.33,171.65,-133.97,100,-100,,,,
8.1,0,0,1.15,9.41,172.84,-135.2,100,-100,,,,
9.48,0,0,1.14,9.47,173.65,-136.47,100,-100,,,,
10.68,0,0,1.12,9.52,174.24,-137.55,100,-100,,,,
12.09,0,0,1.12,9.61,175.56,-139.04,100,-100,,,,
12.94,0,0,1.11,9.68,176.64,-140.16,100,-100,,,,
14.3,0,0,1.11,9.8,178.68,-142.29,100,-100,,,,
15.64,0,0,1.11,9.97,181.27,-145,100,-100,,,,
16.98,0,0,1.1,10.15,184.17,-148.16,100,-100,,,,
18.13,0,0,1.11,10.32,187.08,-150.78,100,-100,,,,
19.37,0,0,1.11,10.5,190.13,-153.76,100,-100,,,,
20.73,0,0,1.12,10.7,193.47,-156.93,100,-100,,,,
22.15,0,0,1.12,10.92,197.03,-160.36,100,-100,,,,
23.43,0,0,1.11,11.12,200.21,-163.96,100,-100,,,,
24.87,0,0,1.1,11.38,204.35,-168.27,100,-100,,,,
25.68,0,0,1.11,11.54,206.96,-170.73,100,-100,,,,
27.05,0,0,1.11,11.81,211.57,-175.12,100,-100,,,,
28.41,0,0,1.13,12.1,216.45,-179.6,100,-100,,,,
29.77,0,0,1.12,12.39,221.18,-184.35,100,-100,,,,
31.11,0,0,1.12,12.7,226.23,-189.6,100,-100,,,,
32.2,0,0,1.12,12.96,230.45,-193.91,100,-100,,,,
33.54,0,0,1.12,13.3,236.12,-199.47,100,-100,,,,
34.87,0,0,1.12,13.64,241.66,-204.87,100,-100,,,,
36.25,0,0,1.12,14,247.61,-210.85,100,-100,,,,
37.56,0,0,1.12,14.36,253.43,-216.76,100,-100,,,,
38.98,0,0,1.13,14.76,260.22,-223.15,100,-100,,,,
39.8,0,0,1.14,15.01,264.29,-227,100,-100,,,,
41.14,0,0,1.14,15.4,270.79,-233.37,100,-100,,,,
42.49,0,0,1.14,15.81,277.6,-240.12,100,-100,,,,
43.84,0,0,1.15,16.24,284.63,-247.1,100,-100,,,,
45.03,0,0,1.15,16.62,290.85,-253.28,100,-100,,,,
46.26,0,0,1.15,17.04,297.66,-260.09,100,-100,,,,
47.63,0,0,1.15,17.52,305.64,-268,100,-100,,,,
48.98,0,0,1.15,18.01,313.55,-275.95,100,-100,,,,
50.37,0,0,1.15,18.52,321.97,-284.35,0,0,,,,
51.58,0,0,1.15,18.96,329.3,-291.58,0,0,,,,
52.49,0,0,1.16,19.27,334.49,-296.52,0,0,,,,
53.79,0,0,1.16,19.69,341.3,-303.35,0,0,,,,
54.77,0,0,1.16,19.99,346.14,-308.19,0,0,,,,
56.14,0,0,1.16,20.42,353.14,-315.31,0,0,,,,
57.3,0,0,1.15,20.81,359.56,-321.81,0,0,,,,
58.23,0,0,1.16,21.13,364.83,-326.93,0,0,,,,
59.54,0,0,1.17,21.6,372.72,-334.49,0,0,,,,
60.85,0,0,1.17,22.08,380.63,-342.29,0,0,,,,
61.81,0,0,1.17,22.45,386.63,-348.29,0,0,,,,
63.16,0,0,1.17,22.96,395.09,-356.7,0,0,,,,
64.36,0,0,1.17,23.41,402.43,-364.02,0,0,,,,
65.26,0,0,1.17,23.73,407.7,-369.25,0,0,,,,
66.56,0,0,1.18,24.18,415.04,-376.52,0,0,,,,
67.84,0,0,1.17,24.59,421.72,-383.38,0,0,,,,
68.95,0,0,1.17,24.93,427.28,-389.09,0,0,,,,
70.03,0,0,1.16,25.27,432.71,-394.58,0,0,,,,
71.36,0,0,1.16,25.68,439.39,-401.51,0,0,,,,
72.32,0,0,1.16,25.99,444.46,-406.52,0,0,,,,
73.62,0,0,1.16,26.41,451.36,-413.33,0,0,,,,
74.91,0,0,1.16,26.82,458,-420.16,0,0,,,,
75.95,0,0,1.15,27.15,463.4,-425.63,0,0,,,,
77.17,0,0,1.15,27.55,469.91,-432.16,0,0,,,,
78.53,0,0,1.16,27.98,476.98,-439.15,0,0,,,,
79.35,0,0,1.16,28.24,481.31,-443.43,0,0,,,,
80.68,0,0,1.15,28.66,488.06,-450.24,0,0,,,,
81.97,0,0,1.15,29.05,494.36,-456.81,0,0,,,,
82.95,0,0,1.15,29.34,499.11,-461.56,0,0,,,,
84.29,0,0,1.14,29.72,505.22,-467.82,0,0,,,,
85.47,0,0,1.14,30.05,510.62,-473.33,0,0,,,,
86.42,0,0,1.14,30.32,515.04,-477.73,0,0,,,,
87.75,0,0,1.13,30.69,521.04,-483.9,0,0,,,,
89.03,0,0,1.13,31.06,526.99,-489.92,0,0,,,,
89.96,0,0,1.13,31.32,531.3,-494.27,0,0,,,,
91.29,0,0,1.13,31.71,537.54,-500.52,0,0,,,,
92.59,0,0,1.13,32.08,543.6,-506.69,0,0,,,,
93.44,0,0,1.13,32.33,547.73,-510.73,0,0,,,,
94.75,0,0,1.13,32.7,553.93,-516.84,0,0,,,,
95.74,0,0,1.13,32.98,558.37,-521.46,0,0,,,,
97.1,0,0,1.13,33.35,564.5,-527.48,0,0,,,,
98.26,0,0,1.13,33.65,569.29,-532.4,0,0,,,,
99.18,0,0,1.13,33.88,572.98,-536.11,0,0,,,,
========================= [SUCCESS] Took 11.91 seconds =========================,,,,,,,,,,,,
