Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino),,,,,,,,,,,,
--------------------------------------------------------------------------------,,,,,,,,,,,,
Verbose mode can be enabled via `-v, --verbose` option,,,,,,,,,,,
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html,,,,,,,,,,,,
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8,,,,,,,,,,,,
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash,,,,,,,,,,
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink),,,,,,,,,
0.83,0,0,-0.13,-2.76,-47.42,43.04,-100,-100,,,,
2.36,0,0,-0.18,-2.76,-48.08,42.32,-100,-100,,,,
3.17,0,0,-0.22,-2.76,-48.8,41.51,-100,-100,,,,
4.48,0,0,-0.32,-2.75,-50.21,39.68,-100,-100,,,,
5.82,0,0,-0.45,-2.72,-51.83,37.2,-100,-100,,,,
7.16,0,0,-0.59,-2.69,-53.7,34.26,-100,-100,,,,
8.51,0,0,-0.76,-2.66,-55.99,31.18,-100,-100,,,,
9.48,0,0,-0.9,-2.65,-58.16,28.76,-100,-100,,,,
10.88,0,0,-1.13,-2.68,-62.34,25.31,-100,-100,,,,
12.22,0,0,-1.38,-2.7,-66.8,21.47,-100,-100,,,,
13.61,0,0,-1.68,-2.7,-71.78,16.66,-100,-100,,,,
14.9,0,0,-2,-2.68,-76.6,11.27,-100,-100,,,,
15.77,0,0,-2.22,-2.67,-80.05,7.36,-100,-100,,,,
17.11,0,0,-2.6,-2.65,-85.91,0.75,-100,-100,,,,
18.46,0,0,-3.01,-2.63,-92.37,-6.15,-100,-100,,,,
19.81,0,0,-3.44,-2.61,-99.01,-13.58,-100,-100,,,,
20.97,0,0,-3.81,-2.59,-104.83,-20.06,-100,-100,,,,
22.23,0,0,-4.25,-2.59,-111.99,-27.31,-100,-100,,,,
23.67,0,0,-4.8,-2.6,-121.16,-36.04,-100,-100,,,,
25.02,0,0,-5.33,-2.62,-130.23,-44.32,-100,-100,,,,
26.41,0,0,-5.9,-2.65,-139.94,-53.17,-100,-100,,,,
27.76,0,0,-6.47,-2.65,-149.37,-62.53,-100,-100,,,,
29.2,0,0,-7.13,-2.65,-160.16,-73.34,-100,-100,,,,
30.44,0,0,-7.73,-2.63,-169.69,-83.47,-100,-100,,,,
31.88,0,0,-8.46,-2.62,-181.36,-95.54,-100,-100,,,,
32.73,0,0,-8.9,-2.61,-188.44,-102.99,-100,-100,,,,
34.08,0,0,-9.63,-2.6,-200.1,-115.09,-100,-100,,,,
35.45,0,0,-10.38,-2.59,-212.39,-127.53,-100,-100,,,,
36.84,0,0,-11.16,-2.59,-225.07,-140.27,-100,-100,,,,
38.24,0,0,-11.97,-2.59,-238.27,-153.48,-100,-100,,,,
39.62,0,0,-12.79,-2.6,-251.98,-166.9,-100,-100,,,,
41.06,0,0,-13.7,-2.6,-266.84,-181.71,-100,-100,,,,
42.44,0,0,-14.59,-2.59,-281.29,-196.35,-100,-100,,,,
43.82,0,0,-15.49,-2.58,-295.91,-211.38,-100,-100,,,,
45.15,0,0,-16.39,-2.56,-310.28,-226.45,-100,-100,,,,
46.51,0,0,-17.33,-2.54,-325.28,-242.01,-100,-100,,,,
47.86,0,0,-18.28,-2.53,-340.69,-257.89,-100,-100,,,,
49.21,0,0,-19.25,-2.52,-356.35,-273.78,-100,-100,,,,
50.56,0,0,-20.23,-2.52,-372.48,-290.02,0,0,,,,
51.96,0,0,-21.27,-2.52,-389.44,-306.85,0,0,,,,
53.17,0,0,-22.13,-2.53,-403.7,-320.89,0,0,,,,
54.56,0,0,-23.11,-2.53,-419.85,-336.91,0,0,,,,
55.92,0,0,-24.05,-2.54,-435.26,-352.24,0,0,,,,
56.75,0,0,-24.63,-2.53,-444.64,-361.78,0,0,,,,
58.1,0,0,-25.55,-2.52,-459.65,-377.01,0,0,,,,
59.42,0,0,-26.42,-2.51,-473.66,-391.4,0,0,,,,
60.49,0,0,-27.1,-2.51,-484.69,-402.6,0,0,,,,
61.79,0,0,-27.91,-2.49,-497.7,-416.03,0,0,,,,
63.14,0,0,-28.74,-2.48,-511.19,-429.85,0,0,,,,
64.41,0,0,-29.51,-2.48,-523.61,-442.51,0,0,,,,
65.78,0,0,-30.31,-2.48,-536.79,-455.69,0,0,,,,
66.63,0,0,-30.8,-2.47,-544.72,-463.73,0,0,,,,
67.97,0,0,-31.56,-2.47,-557.07,-476.15,0,0,,,,
69.28,0,0,-32.28,-2.47,-568.85,-487.97,0,0,,,,
70.45,0,0,-32.9,-2.46,-579,-498.32,0,0,,,,
71.67,0,0,-33.55,-2.46,-589.5,-508.82,0,0,,,,
73.05,0,0,-34.26,-2.46,-601.06,-520.49,0,0,,,,
74.27,0,0,-34.87,-2.45,-610.97,-530.82,0,0,,,,
75.65,0,0,-35.55,-2.44,-621.91,-542.04,0,0,,,,
76.53,0,0,-35.98,-2.43,-628.73,-549.16,0,0,,,,
77.88,0,0,-36.6,-2.42,-638.75,-559.51,0,0,,,,
79.2,0,0,-37.2,-2.41,-648.46,-569.51,0,0,,,,
80.27,0,0,-37.67,-2.41,-656.15,-577.24,0,0,,,,
81.56,0,0,-38.23,-2.41,-665.22,-586.3,0,0,,,,
82.92,0,0,-38.79,-2.41,-674.36,-595.59,0,0,,,,
84.18,0,0,-39.29,-2.4,-682.56,-603.85,0,0,,,,
85.56,0,0,-39.83,-2.4,-691.26,-612.71,0,0,,,,
86.41,0,0,-40.15,-2.4,-696.53,-617.96,0,0,,,,
87.75,0,0,-40.65,-2.4,-704.66,-626.09,0,0,,,,
89.06,0,0,-41.12,-2.39,-712.38,-634.02,0,0,,,,
90.22,0,0,-41.54,-2.38,-718.99,-640.96,0,0,,,,
91.45,0,0,-41.96,-2.38,-725.84,-648.02,0,0,,,,
92.81,0,0,-42.42,-2.37,-733.29,-655.64,0,0,,,,
94.07,0,0,-42.85,-2.36,-740.1,-662.7,0,0,,,,
95.45,0,0,-43.28,-2.36,-747.14,-669.97,0,0,,,,
96.3,0,0,-43.54,-2.36,-751.38,-674.19,0,0,,,,
97.63,0,0,-43.94,-2.35,-757.84,-680.89,0,0,,,,
98.95,0,0,-44.32,-2.34,-763.95,-687.26,0,0,,,,
========================= [SUCCESS] Took 11.82 seconds =========================,,,,,,,,,,,,
