Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino),,,,,,,,,,,,
--------------------------------------------------------------------------------,,,,,,,,,,,,
Verbose mode can be enabled via `-v, --verbose` option,,,,,,,,,,,
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html,,,,,,,,,,,,
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8,,,,,,,,,,,,
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash,,,,,,,,,,
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink),,,,,,,,,
0.82,0,0,1.05,-3.47,-39.73,73.96,100,100,,,,
1.65,0,0,1.06,-3.47,-39.46,74.09,100,100,,,,
2.96,0,0,1.13,-3.47,-38.3,75.26,100,100,,,,
4.3,0,0,1.24,-3.46,-36.36,77.06,100,100,,,,
5.45,0,0,1.36,-3.47,-34.54,79.04,100,100,,,,
6.61,0,0,1.48,-3.48,-32.72,81.12,100,100,,,,
7.93,0,0,1.64,-3.5,-30.41,84.09,100,100,,,,
9.3,0,0,1.83,-3.51,-27.55,87.45,100,100,,,,
10.11,0,0,1.95,-3.52,-25.66,89.67,100,100,,,,
11.42,0,0,2.19,-3.51,-21.51,93.34,100,100,,,,
12.74,0,0,2.48,-3.48,-16.26,97.51,100,100,,,,
13.86,0,0,2.75,-3.45,-11.34,101.54,100,100,,,,
15.05,0,0,3.07,-3.43,-5.93,106.44,100,100,,,,
16.41,0,0,3.43,-3.43,0.09,112.24,100,100,,,,
17.77,0,0,3.81,-3.42,6.48,118.39,100,100,,,,
18.58,0,0,4.06,-3.42,10.44,122.43,100,100,,,,
19.89,0,0,4.49,-3.44,17.25,129.77,100,100,,,,
21.22,0,0,4.95,-3.46,24.35,137.75,100,100,,,,
22.33,0,0,5.36,-3.47,30.89,144.45,100,100,,,,
23.53,0,0,5.81,-3.47,38.32,151.79,100,100,,,,
24.92,0,0,6.35,-3.47,47.11,160.77,100,100,,,,
26.25,0,0,6.89,-3.46,56.07,169.48,100,100,,,,
27.06,0,0,7.24,-3.47,61.7,175.19,100,100,,,,
28.37,0,0,7.82,-3.47,71.28,184.79,100,100,,,,
29.7,0,0,8.45,-3.47,81.52,195.1,100,100,,,,
30.84,0,0,9.01,-3.48,90.59,204.39,100,100,,,,
31.98,0,0,9.58,-3.48,99.91,213.88,100,100,,,,
33.36,0,0,10.3,-3.48,111.58,225.64,100,100,,,,
34.76,0,0,11.06,-3.48,124.15,238.07,100,100,,,,
35.57,0,0,11.51,-3.47,131.59,245.32,100,100,,,,
36.92,0,0,12.29,-3.47,144.27,258,100,100,,,,
38.28,0,0,13.09,-3.48,157.46,271.27,100,100,,,,
39.64,0,0,13.92,-3.48,170.93,284.85,100,100,,,,
41,0,0,14.76,-3.48,184.64,298.52,100,100,,,,
41.99,0,0,15.38,-3.47,194.99,308.5,100,100,,,,
43.39,0,0,16.29,-3.45,210.17,323.17,100,100,,,,
44.64,0,0,17.12,-3.44,223.99,336.69,100,100,,,,
46.05,0,0,18.09,-3.43,240.01,352.4,100,100,,,,
47.45,0,0,19.08,-3.43,256.07,368.53,100,100,,,,
48.25,0,0,19.66,-3.43,265.63,377.97,100,100,,,,
49.6,0,0,20.63,-3.43,281.45,393.9,100,100,,,,
50.94,0,0,21.61,-3.44,297.55,410.08,0,0,,,,
51.95,0,0,22.37,-3.43,309.97,422.4,0,0,,,,
53.31,0,0,23.36,-3.44,326.12,438.66,0,0,,,,
54.46,0,0,24.17,-3.43,339.5,451.89,0,0,,,,
55.42,0,0,24.84,-3.43,350.46,462.79,0,0,,,,
56.72,0,0,25.74,-3.43,365.32,477.51,0,0,,,,
58.02,0,0,26.64,-3.41,380.32,491.9,0,0,,,,
59,0,0,27.3,-3.4,391.31,502.47,0,0,,,,
60.34,0,0,28.18,-3.38,405.88,516.6,0,0,,,,
61.53,0,0,28.92,-3.38,418.12,528.84,0,0,,,,
62.46,0,0,29.5,-3.38,427.59,538.31,0,0,,,,
63.76,0,0,30.31,-3.38,440.9,551.58,0,0,,,,
65.07,0,0,31.11,-3.38,454.02,564.57,0,0,,,,
66,0,0,31.66,-3.37,463.14,573.4,0,0,,,,
67.33,0,0,32.43,-3.36,475.99,585.88,0,0,,,,
68.64,0,0,33.17,-3.36,488.1,598.03,0,0,,,,
69.47,0,0,33.63,-3.35,495.57,605.37,0,0,,,,
70.79,0,0,34.34,-3.35,507.26,617.06,0,0,,,,
72.08,0,0,35.02,-3.34,518.49,627.93,0,0,,,,
73.13,0,0,35.56,-3.34,527.41,636.81,0,0,,,,
74.35,0,0,36.18,-3.33,537.78,646.83,0,0,,,,
75.72,0,0,36.87,-3.32,549.12,657.88,0,0,,,,
76.55,0,0,37.26,-3.31,555.75,664.28,0,0,,,,
77.86,0,0,37.88,-3.3,566.08,674.14,0,0,,,,
79.15,0,0,38.46,-3.29,575.79,683.55,0,0,,,,
80.12,0,0,38.9,-3.29,583.02,690.6,0,0,,,,
81.46,0,0,39.49,-3.28,592.65,700.16,0,0,,,,
82.64,0,0,39.99,-3.28,600.91,708.42,0,0,,,,
83.59,0,0,40.39,-3.29,607.3,715.03,0,0,,,,
84.92,0,0,40.92,-3.29,615.96,723.63,0,0,,,,
86.2,0,0,41.41,-3.29,624.02,731.6,0,0,,,,
87.13,0,0,41.75,-3.28,629.71,737.16,0,0,,,,
88.47,0,0,42.24,-3.27,637.98,744.94,0,0,,,,
89.8,0,0,42.72,-3.25,646.13,752.61,0,0,,,,
90.63,0,0,43.02,-3.25,651.03,757.31,0,0,,,,
91.93,0,0,43.45,-3.24,658.28,764.41,0,0,,,,
92.92,0,0,43.78,-3.24,663.75,769.79,0,0,,,,
94.28,0,0,44.24,-3.24,671.2,777.17,0,0,,,,
95.42,0,0,44.6,-3.24,677.2,783.17,0,0,,,,
96.37,0,0,44.9,-3.24,682.05,788.03,0,0,,,,
97.68,0,0,45.29,-3.24,688.49,794.44,0,0,,,,
98.98,0,0,45.68,-3.24,694.8,800.75,0,0,,,,
99.93,0,0,45.95,-3.23,699.37,805.14,0,0,,,,
========================= [SUCCESS] Took 12.28 seconds =========================,,,,,,,,,,,,
