Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino),,,,,,,,,,,,
--------------------------------------------------------------------------------,,,,,,,,,,,,
Verbose mode can be enabled via `-v, --verbose` option,,,,,,,,,,,
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html,,,,,,,,,,,,
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8,,,,,,,,,,,,
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash,,,,,,,,,,
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink),,,,,,,,,
0.82,0,0,-3.49,-0.66,-67.96,-46.3,-50,-50,,,,
2.16,0,0,-3.5,-0.66,-68.23,-46.52,-50,-50,,,,
3.06,0,0,-3.53,-0.66,-68.6,-46.96,-50,-50,,,,
4.4,0,0,-3.59,-0.66,-69.5,-47.97,-50,-50,,,,
5.73,0,0,-3.65,-0.65,-70.47,-49.11,-50,-50,,,,
6.77,0,0,-3.71,-0.64,-71.35,-50.25,-50,-50,,,,
8.15,0,0,-3.8,-0.64,-72.69,-51.83,-50,-50,,,,
9.37,0,0,-3.89,-0.63,-73.94,-53.35,-50,-50,,,,
10.76,0,0,-4.01,-0.62,-75.87,-55.42,-50,-50,,,,
12.16,0,0,-4.16,-0.63,-78.35,-57.79,-50,-50,,,,
12.98,0,0,-4.25,-0.63,-79.87,-59.35,-50,-50,,,,
14.32,0,0,-4.42,-0.63,-82.62,-62.01,-50,-50,,,,
15.66,0,0,-4.59,-0.63,-85.54,-64.89,-50,-50,,,,
17.01,0,0,-4.79,-0.63,-88.81,-68.09,-50,-50,,,,
18.09,0,0,-4.97,-0.63,-91.69,-70.99,-50,-50,,,,
19.42,0,0,-5.2,-0.62,-95.21,-74.9,-50,-50,,,,
20.73,0,0,-5.43,-0.6,-98.77,-79.01,-50,-50,,,,
22.11,0,0,-5.69,-0.59,-102.83,-83.54,-50,-50,,,,
23.43,0,0,-5.96,-0.58,-107.09,-88.02,-50,-50,,,,
24.83,0,0,-6.26,-0.58,-112.04,-92.9,-50,-50,,,,
25.65,0,0,-6.45,-0.59,-115.2,-95.84,-50,-50,,,,
27,0,0,-6.76,-0.59,-120.26,-101.07,-50,-50,,,,
28.36,0,0,-7.09,-0.58,-125.55,-106.48,-50,-50,,,,
29.71,0,0,-7.44,-0.58,-131.31,-112.19,-50,-50,,,,
30.88,0,0,-7.75,-0.59,-136.45,-117.25,-50,-50,,,,
32.18,0,0,-8.11,-0.58,-142.34,-123.22,-50,-50,,,,
33.57,0,0,-8.51,-0.56,-148.47,-130.01,-50,-50,,,,
34.84,0,0,-8.87,-0.55,-154.2,-136.19,-50,-50,,,,
36.22,0,0,-9.29,-0.54,-160.91,-143.13,-50,-50,,,,
37.61,0,0,-9.72,-0.54,-167.98,-150.25,-50,-50,,,,
39.01,0,0,-10.17,-0.54,-175.43,-157.59,-50,-50,,,,
40.41,0,0,-10.63,-0.54,-182.92,-165.23,-50,-50,,,,
41.23,0,0,-10.92,-0.55,-187.65,-169.72,-50,-50,,,,
42.6,0,0,-11.39,-0.54,-195.31,-177.65,-50,-50,,,,
43.96,0,0,-11.87,-0.54,-203.16,-185.52,-50,-50,,,,
45.31,0,0,-12.37,-0.53,-211.2,-193.69,-50,-50,,,,
46.67,0,0,-12.87,-0.53,-219.24,-201.97,-50,-50,,,,
47.96,0,0,-13.35,-0.52,-227.11,-210.12,-50,-50,,,,
49.32,0,0,-13.88,-0.51,-235.52,-218.78,-50,-50,,,,
50.6,0,0,-14.38,-0.5,-243.7,-227.18,-50,-50,,,,
51.9,0,0,-14.9,-0.5,-252.18,-235.77,-50,-50,,,,
53.33,0,0,-15.49,-0.5,-261.67,-245.35,-50,-50,,,,
54.69,0,0,-16.05,-0.5,-270.99,-254.55,-50,-50,,,,
56.05,0,0,-16.63,-0.5,-280.42,-264.13,-50,-50,,,,
57.46,0,0,-17.24,-0.49,-290.26,-274.09,-50,-50,,,,
58.79,0,0,-17.82,-0.49,-299.66,-283.78,-50,-50,,,,
60.2,0,0,-18.44,-0.48,-309.81,-294.04,-50,-50,,,,
61.6,0,0,-19.08,-0.48,-320.21,-304.5,-50,-50,,,,
62.41,0,0,-19.44,-0.47,-326.05,-310.54,-50,-50,,,,
63.79,0,0,-20.08,-0.48,-336.51,-320.91,-50,-50,,,,
65.15,0,0,-20.72,-0.47,-346.79,-331.44,-50,-50,,,,
66.5,0,0,-21.36,-0.47,-357.34,-341.89,-50,-50,,,,
67.86,0,0,-22.01,-0.47,-367.95,-352.64,-50,-50,,,,
69.15,0,0,-22.64,-0.47,-378.22,-362.92,-50,-50,,,,
70.51,0,0,-23.31,-0.46,-389.18,-374.04,-50,-50,,,,
71.79,0,0,-23.95,-0.46,-399.57,-384.65,-50,-50,,,,
73.09,0,0,-24.61,-0.45,-410.16,-395.42,-50,-50,,,,
74.52,0,0,-25.33,-0.44,-421.85,-407.4,-50,-50,,,,
75.88,0,0,-26.03,-0.44,-433.26,-418.82,-50,-50,,,,
77.22,0,0,-26.72,-0.44,-444.59,-430.29,-50,-50,,,,
78.65,0,0,-27.47,-0.44,-456.88,-442.55,-50,-50,,,,
79.94,0,0,-28.16,-0.44,-468.13,-453.85,-50,-50,,,,
81.36,0,0,-28.92,-0.43,-480.5,-466.35,0,0,,,,
82.19,0,0,-29.36,-0.43,-487.75,-473.66,0,0,,,,
83.54,0,0,-30.08,-0.42,-499.31,-485.4,0,0,,,,
84.88,0,0,-30.77,-0.42,-510.56,-496.82,0,0,,,,
86.21,0,0,-31.45,-0.42,-521.67,-507.9,0,0,,,,
87.32,0,0,-32,-0.42,-530.79,-517.02,0,0,,,,
88.5,0,0,-32.6,-0.42,-540.55,-526.64,0,0,,,,
89.9,0,0,-33.28,-0.42,-551.6,-537.93,0,0,,,,
91.31,0,0,-33.95,-0.42,-562.52,-548.88,0,0,,,,
92.14,0,0,-34.33,-0.41,-568.76,-555.36,0,0,,,,
93.46,0,0,-34.94,-0.4,-578.54,-565.29,0,0,,,,
94.8,0,0,-35.52,-0.4,-588.03,-574.94,0,0,,,,
96.11,0,0,-36.08,-0.4,-597.08,-584.06,0,0,,,,
97.14,0,0,-36.5,-0.39,-603.98,-591.11,0,0,,,,
98.52,0,0,-37.08,-0.39,-613.37,-600.49,0,0,,,,
99.72,0,0,-37.56,-0.39,-621.28,-608.55,0,0,,,,
101.09,0,0,-38.11,-0.38,-630.07,-617.54,0,0,,,,
102.46,0,0,-38.63,-0.38,-638.61,-626.09,0,0,,,,
103.33,0,0,-38.95,-0.38,-643.84,-631.47,0,0,,,,
104.68,0,0,-39.45,-0.38,-651.99,-639.54,0,0,,,,
106,0,0,-39.92,-0.38,-659.69,-647.2,0,0,,,,
107.17,0,0,-40.32,-0.38,-666.19,-653.88,0,0,,,,
108.43,0,0,-40.74,-0.37,-673.09,-660.92,0,0,,,,
109.79,0,0,-41.19,-0.37,-680.38,-668.19,0,0,,,,
111.11,0,0,-41.61,-0.37,-687.28,-675.15,0,0,,,,
112.48,0,0,-42.05,-0.37,-694.36,-682.25,0,0,,,,
113.77,0,0,-42.44,-0.37,-700.73,-688.69,0,0,,,,
114.65,0,0,-42.7,-0.36,-704.88,-693.08,0,0,,,,
115.99,0,0,-43.09,-0.36,-711.15,-699.48,0,0,,,,
117.3,0,0,-43.45,-0.36,-717.19,-705.45,0,0,,,,
118.5,0,0,-43.78,-0.36,-722.55,-710.86,0,0,,,,
119.76,0,0,-44.12,-0.36,-728.24,-716.37,0,0,,,,
121.08,0,0,-44.47,-0.36,-733.84,-722.15,0,0,,,,
122.44,0,0,-44.81,-0.35,-739.31,-727.78,0,0,,,,
123.75,0,0,-45.13,-0.35,-744.46,-733.01,0,0,,,,
125.12,0,0,-45.46,-0.34,-749.77,-738.54,0,0,,,,
125.96,0,0,-45.66,-0.34,-752.96,-741.82,0,0,,,,
127.29,0,0,-45.96,-0.34,-757.88,-746.76,0,0,,,,
128.63,0,0,-46.25,-0.34,-762.63,-751.57,0,0,,,,
129.76,0,0,-46.49,-0.33,-766.54,-755.64,0,0,,,,
131.09,0,0,-46.77,-0.33,-771.09,-760.23,0,0,,,,
132.3,0,0,-47.02,-0.33,-775.13,-764.3,0,0,,,,
133.65,0,0,-47.28,-0.33,-779.46,-768.65,0,0,,,,
135.05,0,0,-47.55,-0.33,-783.83,-773,0,0,,,,
136.43,0,0,-47.8,-0.33,-787.85,-777.08,0,0,,,,
137.26,0,0,-47.95,-0.33,-790.31,-779.59,0,0,,,,
138.62,0,0,-48.19,-0.32,-794.11,-783.57,0,0,,,,
139.98,0,0,-48.42,-0.32,-797.83,-787.35,0,0,,,,
141.32,0,0,-48.64,-0.32,-801.43,-790.91,0,0,,,,
142.39,0,0,-48.8,-0.32,-804.18,-793.72,0,0,,,,
143.69,0,0,-49,-0.32,-807.39,-797.01,0,0,,,,
145.1,0,0,-49.21,-0.31,-810.73,-800.55,0,0,,,,
146.31,0,0,-49.39,-0.31,-813.52,-803.45,0,0,,,,
147.72,0,0,-49.58,-0.31,-816.68,-806.64,0,0,,,,
148.58,0,0,-49.69,-0.31,-818.57,-808.46,0,0,,,,
149.92,0,0,-49.87,-0.31,-821.45,-811.43,0,0,,,,
151.28,0,0,-50.04,-0.3,-824.15,-814.28,0,0,,,,
152.62,0,0,-50.2,-0.3,-826.7,-816.92,0,0,,,,
153.72,0,0,-50.33,-0.29,-828.74,-819.16,0,0,,,,
154.96,0,0,-50.47,-0.3,-831.09,-821.38,0,0,,,,
156.32,0,0,-50.62,-0.29,-833.4,-823.84,0,0,,,,
157.73,0,0,-50.77,-0.29,-835.8,-826.35,0,0,,,,
159,0,0,-50.9,-0.29,-837.93,-828.48,0,0,,,,
159.9,0,0,-50.98,-0.28,-839.16,-829.84,0,0,,,,
========================= [SUCCESS] Took 11.72 seconds =========================,,,,,,,,,,,,
