Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino),,,,,,,,,,,,
--------------------------------------------------------------------------------,,,,,,,,,,,,
Verbose mode can be enabled via `-v, --verbose` option,,,,,,,,,,,
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html,,,,,,,,,,,,
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8,,,,,,,,,,,,
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash,,,,,,,,,,
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink),,,,,,,,,
0.82,0,0,-5.49,4.34,-18.79,-160.99,-50,50,,,,
2.27,0,0,-5.49,4.32,-19.18,-160.66,-50,50,,,,
3.08,0,0,-5.49,4.3,-19.51,-160.33,-50,50,,,,
4.41,0,0,-5.49,4.25,-20.32,-159.52,-50,50,,,,
5.74,0,0,-5.5,4.2,-21.23,-158.69,-50,50,,,,
6.61,0,0,-5.49,4.17,-21.69,-158.12,-50,50,,,,
7.99,0,0,-5.49,4.11,-22.7,-157.19,-50,50,,,,
9.38,0,0,-5.49,4.05,-23.66,-156.23,-50,50,,,,
10.66,0,0,-5.5,3.99,-24.63,-155.41,-50,50,,,,
11.53,0,0,-5.5,3.96,-25.18,-155,-50,50,,,,
12.87,0,0,-5.5,3.92,-25.86,-154.16,-50,50,,,,
14.19,0,0,-5.5,3.88,-26.48,-153.46,-50,50,,,,
15.31,0,0,-5.49,3.83,-27.31,-152.56,-50,50,,,,
16.54,0,0,-5.49,3.76,-28.3,-151.55,-50,50,,,,
17.94,0,0,-5.49,3.67,-29.71,-150.01,-50,50,,,,
19.22,0,0,-5.49,3.58,-31.29,-148.4,-50,50,,,,
20.61,0,0,-5.48,3.45,-33.2,-146.16,-50,50,,,,
21.43,0,0,-5.48,3.37,-34.45,-144.84,-50,50,,,,
22.77,0,0,-5.47,3.24,-36.63,-142.58,-50,50,,,,
24.1,0,0,-5.47,3.09,-38.96,-140.1,-50,50,,,,
25.11,0,0,-5.47,2.98,-40.85,-138.34,-50,50,,,,
26.51,0,0,-5.47,2.82,-43.44,-135.75,-50,50,,,,
27.74,0,0,-5.47,2.69,-45.48,-133.66,-50,50,,,,
29.13,0,0,-5.47,2.55,-47.77,-131.4,-50,50,,,,
30.5,0,0,-5.47,2.42,-49.94,-129.31,-50,50,,,,
31.32,0,0,-5.47,2.33,-51.26,-127.71,-50,50,,,,
32.66,0,0,-5.47,2.19,-53.7,-125.24,-50,50,,,,
33.99,0,0,-5.46,2.01,-56.56,-122.21,-50,50,,,,
35,0,0,-5.46,1.85,-59,-119.69,-50,50,,,,
36.4,0,0,-5.46,1.64,-62.51,-116.28,-50,50,,,,
37.65,0,0,-5.46,1.44,-65.72,-112.98,-50,50,,,,
39.04,0,0,-5.46,1.22,-69.46,-109.34,-50,50,,,,
40.35,0,0,-5.46,1,-73.04,-105.86,-50,50,,,,
41.19,0,0,-5.47,0.87,-75.32,-103.71,-50,50,,,,
42.53,0,0,-5.46,0.64,-78.9,-99.93,-50,50,,,,
43.86,0,0,-5.46,0.42,-82.38,-96.28,-50,50,,,,
44.96,0,0,-5.45,0.24,-85.34,-93.25,-50,50,,,,
46.15,0,0,-5.45,0.05,-88.48,-90,-50,50,,,,
47.53,0,0,-5.45,-0.2,-92.57,-85.98,-50,50,,,,
48.91,0,0,-5.46,-0.46,-96.9,-81.8,-50,50,,,,
49.73,0,0,-5.46,-0.62,-99.49,-79.26,-50,50,,,,
51.06,0,0,-5.46,-0.89,-103.91,-74.84,-50,50,,,,
52.4,0,0,-5.45,-1.17,-108.37,-70.16,-50,50,,,,
53.74,0,0,-5.45,-1.45,-113.03,-65.52,-50,50,,,,
54.82,0,0,-5.45,-1.68,-116.87,-61.72,-50,50,,,,
56.14,0,0,-5.46,-1.97,-121.62,-57.04,-50,50,,,,
57.52,0,0,-5.46,-2.29,-126.74,-51.92,-50,50,,,,
58.72,0,0,-5.46,-2.56,-131.22,-47.55,-50,50,,,,
60.12,0,0,-5.46,-2.87,-136.23,-42.41,-50,50,,,,
61.01,0,0,-5.47,-3.06,-139.64,-39.33,-50,50,,,,
62.36,0,0,-5.46,-3.36,-144.43,-34.3,-50,50,,,,
63.7,0,0,-5.46,-3.68,-149.55,-29.11,-50,50,,,,
65.04,0,0,-5.46,-4.02,-155.08,-23.58,-50,50,,,,
66.16,0,0,-5.46,-4.31,-159.92,-18.94,-50,50,,,,
67.4,0,0,-5.47,-4.62,-165.21,-13.89,-50,50,,,,
68.81,0,0,-5.47,-4.99,-171.1,-7.84,-50,50,,,,
70.09,0,0,-5.46,-5.33,-176.48,-2.13,-50,50,,,,
71.46,0,0,-5.46,-5.7,-182.7,3.96,-50,50,,,,
72.27,0,0,-5.46,-5.93,-186.46,7.54,-50,50,,,,
73.57,0,0,-5.46,-6.28,-192.17,13.32,-50,50,,,,
74.9,0,0,-5.46,-6.65,-198.15,19.45,-50,50,,,,
76.12,0,0,-5.46,-6.99,-203.73,25,-50,50,,,,
77.28,0,0,-5.46,-7.3,-208.92,30.21,-50,50,,,,
78.68,0,0,-5.46,-7.7,-215.49,36.74,-50,50,,,,
79.97,0,0,-5.46,-8.08,-221.68,43,-50,50,,,,
81.33,0,0,-5.46,-8.5,-228.47,49.68,0,0,,,,
82.17,0,0,-5.46,-8.74,-232.49,53.64,0,0,,,,
83.46,0,0,-5.46,-9.11,-238.58,59.7,0,0,,,,
84.48,0,0,-5.46,-9.39,-243.08,64.2,0,0,,,,
85.72,0,0,-5.46,-9.72,-248.53,69.74,0,0,,,,
87.05,0,0,-5.46,-10.09,-254.64,75.74,0,0,,,,
88.4,0,0,-5.47,-10.48,-260.97,82,0,0,,,,
89.22,0,0,-5.47,-10.71,-264.9,85.85,0,0,,,,
90.52,0,0,-5.47,-11.09,-270.97,92,0,0,,,,
91.57,0,0,-5.47,-11.39,-276.04,96.94,0,0,,,,
92.86,0,0,-5.47,-11.77,-282.08,103.12,0,0,,,,
94.19,0,0,-5.47,-12.16,-288.63,109.4,0,0,,,,
95.47,0,0,-5.47,-12.52,-294.52,115.38,0,0,,,,
96.33,0,0,-5.47,-12.76,-298.48,119.42,0,0,,,,
97.67,0,0,-5.47,-13.12,-304.3,125.24,0,0,,,,
98.99,0,0,-5.47,-13.46,-309.84,130.83,0,0,,,,
100.04,0,0,-5.47,-13.73,-314.32,135.29,0,0,,,,
101.34,0,0,-5.47,-14.07,-319.81,140.8,0,0,,,,
102.74,0,0,-5.47,-14.44,-325.9,146.89,0,0,,,,
103.96,0,0,-5.47,-14.77,-331.24,152.27,0,0,,,,
105.33,0,0,-5.47,-15.13,-337.19,158.18,0,0,,,,
106.19,0,0,-5.47,-15.35,-340.8,161.78,0,0,,,,
107.52,0,0,-5.47,-15.7,-346.6,167.34,0,0,,,,
108.84,0,0,-5.47,-16.03,-351.96,172.86,0,0,,,,
109.99,0,0,-5.47,-16.32,-356.64,177.6,0,0,,,,
111.23,0,0,-5.47,-16.63,-361.71,182.66,0,0,,,,
112.63,0,0,-5.47,-16.97,-367.29,188.31,0,0,,,,
113.83,0,0,-5.47,-17.26,-372.06,193.07,0,0,,,,
115.2,0,0,-5.47,-17.58,-377.29,198.33,0,0,,,,
116.09,0,0,-5.47,-17.79,-380.74,201.73,0,0,,,,
117.41,0,0,-5.47,-18.1,-385.8,206.83,0,0,,,,
118.73,0,0,-5.47,-18.41,-390.92,211.93,0,0,,,,
119.88,0,0,-5.47,-18.68,-395.33,216.3,0,0,,,,
121.12,0,0,-5.46,-18.97,-399.9,221.02,0,0,,,,
122.49,0,0,-5.46,-19.28,-405.04,226.25,0,0,,,,
123.74,0,0,-5.46,-19.56,-409.68,230.82,0,0,,,,
125.11,0,0,-5.46,-19.87,-414.73,235.88,0,0,,,,
125.97,0,0,-5.46,-20.06,-417.74,239.06,0,0,,,,
127.3,0,0,-5.46,-20.35,-422.53,243.76,0,0,,,,
128.62,0,0,-5.46,-20.63,-427.13,248.36,0,0,,,,
129.77,0,0,-5.46,-20.88,-431.17,252.38,0,0,,,,
131.01,0,0,-5.46,-21.14,-435.39,256.66,0,0,,,,
132.41,0,0,-5.46,-21.44,-440.38,261.45,0,0,,,,
133.61,0,0,-5.46,-21.69,-444.53,265.63,0,0,,,,
134.98,0,0,-5.46,-21.98,-449.23,270.31,0,0,,,,
135.87,0,0,-5.46,-22.16,-452.2,273.34,0,0,,,,
137.19,0,0,-5.46,-22.43,-456.64,277.84,0,0,,,,
138.5,0,0,-5.46,-22.7,-460.96,282.13,0,0,,,,
139.66,0,0,-5.46,-22.93,-464.72,285.93,0,0,,,,
140.9,0,0,-5.46,-23.17,-468.61,289.84,0,0,,,,
142.3,0,0,-5.46,-23.43,-473.03,294.19,0,0,,,,
143.52,0,0,-5.46,-23.67,-476.92,298.1,0,0,,,,
144.89,0,0,-5.47,-23.94,-481.4,302.45,0,0,,,,
145.75,0,0,-5.47,-24.1,-484.08,305.09,0,0,,,,
147.08,0,0,-5.46,-24.36,-488.17,309.24,0,0,,,,
148.39,0,0,-5.47,-24.61,-492.28,313.31,0,0,,,,
149.55,0,0,-5.46,-24.81,-495.68,316.76,0,0,,,,
150.79,0,0,-5.47,-25.04,-499.46,320.52,0,0,,,,
152.16,0,0,-5.46,-25.29,-503.48,324.56,0,0,,,,
153.4,0,0,-5.47,-25.51,-507.11,328.12,0,0,,,,
154.78,0,0,-5.47,-25.75,-511.06,332.01,0,0,,,,
155.63,0,0,-5.46,-25.9,-513.48,334.58,0,0,,,,
156.97,0,0,-5.47,-26.14,-517.39,338.42,0,0,,,,
158.28,0,0,-5.47,-26.37,-521.24,342.18,0,0,,,,
159.44,0,0,-5.47,-26.58,-524.6,345.56,0,0,,,,
========================= [SUCCESS] Took 12.29 seconds =========================,,,,,,,,,,,,
