Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino),,,,,,,,,,,,,,
--------------------------------------------------------------------------------,,,,,,,,,,,,,,
Verbose mode can be enabled via `-v, --verbose` option,,,,,,,,,,,,,
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html,,,,,,,,,,,,,,
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8,,,,,,,,,,,,,,
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash,,,,,,,,,,,,
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink),,,,,,,,,,,
Time(ms),X_Target(cm),Y_Target(cm),Left_Angle(deg),Right_Angle(deg),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,LPWM,RPWM,X_Puck(cm),Y_Puck(cm)
0,6.99,5.08,383.64,819.59,-414.91,-1017.18,-414.91,-1017.18,3.8,-8.48,-100,-100,-0.37,-0.13
2.1,6.99,5.08,383.62,819.57,-414.89,-1017.2,-414.89,-1017.2,3.79,-8.57,-100,-100,-0.37,-0.13
4.82,7,5.09,384.85,821.44,-416.11,-1019.24,-416.11,-1019.24,3.76,-8.68,-100,-100,-0.37,-0.13
7.64,7.01,5.1,388.83,825.48,-420.08,-1023.6,-420.08,-1023.6,3.74,-8.79,-100,-100,-0.37,-0.13
10.05,7.02,5.11,393.44,829.5,-424.68,-1028.02,-424.68,-1028.02,3.72,-8.89,-100,-100,-0.37,-0.13
12.7,7.03,5.13,399.46,834.03,-430.69,-1033.09,-430.69,-1033.09,3.7,-8.99,-100,-100,-0.38,-0.13
14.84,7.05,5.14,401.37,837.41,-432.59,-1037.01,-432.59,-1037.01,3.68,-9.08,-100,-100,-0.38,-0.13
17.54,7.07,5.17,400.17,838.31,-431.35,-1038.7,-431.35,-1038.7,3.65,-9.18,-100,-100,-0.38,-0.13
20.3,7.1,5.2,399.73,836.14,-430.89,-1037.47,-430.89,-1037.47,3.63,-9.29,-100,-100,-0.38,-0.13
22.48,7.13,5.22,399.11,832.6,-430.25,-1034.77,-430.25,-1034.77,3.61,-9.37,-100,-100,-0.38,-0.13
24.99,7.16,5.26,397.88,829.15,-428.99,-1032.39,-428.99,-1032.39,3.59,-9.46,-100,-100,-0.37,-0.13
27.71,7.2,5.3,396.76,827.9,-427.83,-1032.41,-427.83,-1032.41,3.57,-9.57,-100,-100,-0.37,-0.13
29.82,7.23,5.33,396.67,828.31,-427.72,-1033.91,-427.72,-1033.91,3.55,-9.64,-100,-100,-0.37,-0.13
32.84,7.28,5.38,401.55,829.52,-432.55,-1036.79,-432.55,-1036.79,3.52,-9.75,-100,-100,-0.38,-0.13
34.94,7.31,5.42,406.41,830.09,-437.37,-1038.62,-437.37,-1038.62,3.51,-9.82,-100,-100,-0.38,-0.13
37.29,7.36,5.47,409.09,830.86,-440.01,-1040.88,-440.01,-1040.88,3.48,-9.91,-100,-100,-0.38,-0.13
40.08,7.42,5.53,407.53,831.63,-438.39,-1043.54,-438.39,-1043.54,3.46,-10,-100,-100,-0.38,-0.13
42.2,7.46,5.58,406.32,831.65,-437.14,-1045.09,-437.14,-1045.09,3.44,-10.08,-100,-100,-0.38,-0.13
44.92,7.52,5.64,406.91,830.55,-437.68,-1046.04,-437.68,-1046.04,3.42,-10.17,-100,-100,-0.38,-0.13
47.64,7.59,5.71,408.14,827.74,-438.85,-1045.41,-438.85,-1045.41,3.39,-10.26,-100,-100,-0.38,-0.13
49.75,7.64,5.77,409.04,825.85,-439.7,-1045.3,-439.7,-1045.3,3.38,-10.33,-100,-100,-0.38,-0.13
52.5,7.71,5.84,409.7,825.52,-440.29,-1047.38,-440.29,-1047.38,3.35,-10.41,-100,-100,-0.38,-0.13
54.63,7.77,5.9,410.47,826.38,-441.01,-1050.19,-441.01,-1050.19,3.33,-10.48,-100,-100,-0.38,-0.13
57.37,7.85,5.99,412.62,827.15,-443.09,-1053.58,-443.09,-1053.58,3.31,-10.57,-100,-100,-0.38,-0.13
60.03,7.93,6.07,414.6,826.18,-444.99,-1055.26,-444.99,-1055.26,3.28,-10.65,-100,-100,-0.38,-0.13
62.14,7.99,6.14,415.15,824.31,-445.48,-1055.58,-445.48,-1055.58,3.27,-10.71,-100,-100,-0.38,-0.12
64.87,8.08,6.23,415.02,821.96,-445.27,-1056.15,-445.27,-1056.15,3.24,-10.8,-100,-100,-0.38,-0.12
67.66,8.17,6.33,415.48,820.58,-445.65,-1057.87,-445.65,-1057.87,3.22,-10.88,-100,-100,-0.38,-0.12
69.77,8.24,6.4,416.91,819.9,-447.01,-1059.61,-447.01,-1059.61,3.2,-10.94,-100,-100,-0.38,-0.12
72.2,8.33,6.49,418.89,819.37,-448.9,-1061.96,-448.9,-1061.96,3.18,-11.01,-100,-100,-0.38,-0.12
75.27,8.44,6.61,420.62,818.67,-450.54,-1065.01,-450.54,-1065.01,3.15,-11.09,-100,-100,-0.38,-0.12
77.35,8.52,6.69,421.22,817.96,-451.06,-1066.93,-451.06,-1066.93,3.13,-11.15,-100,-100,-0.38,-0.12
80.12,8.62,6.81,421.88,816.58,-451.62,-1069.14,-451.62,-1069.14,3.1,-11.23,-100,-100,-0.38,-0.12
82.92,8.73,6.92,423.15,814.69,-452.79,-1070.99,-452.79,-1070.99,3.08,-11.3,-100,-100,-0.38,-0.12
85.03,8.82,7.01,424.14,812.89,-453.7,-1072.08,-453.7,-1072.08,3.06,-11.35,-100,-100,-0.38,-0.12
87.89,8.94,7.14,424.69,810.93,-454.14,-1074.13,-454.14,-1074.13,3.03,-11.43,-100,-100,-0.38,-0.12
90,9.03,7.24,425.06,809.79,-454.43,-1076.04,-454.43,-1076.04,3.01,-11.48,-100,-100,-0.38,-0.12
92.74,9.15,7.36,426.31,808.82,-455.57,-1079.1,-455.57,-1079.1,2.99,-11.55,-100,-100,-0.38,-0.12
95.52,9.27,7.49,427.85,807.75,-456.99,-1082.23,-456.99,-1082.23,2.96,-11.61,-100,-100,-0.38,-0.12
97.62,9.37,7.6,428.86,806.63,-457.92,-1084.36,-457.92,-1084.36,2.94,-11.66,-100,-100,-0.38,-0.12
100.1,9.49,7.72,429.96,805.24,-458.91,-1086.87,-458.91,-1086.87,2.92,-11.72,-100,-100,-0.38,-0.11
102.85,9.62,7.86,431.46,804.08,-460.28,-1090.14,-460.28,-1090.14,2.9,-11.78,-100,-100,-0.38,-0.11
105.15,9.73,7.98,432.82,803.18,-461.54,-1093.02,-461.54,-1093.02,2.87,-11.84,-100,-100,-0.38,-0.11
107.88,9.87,8.12,434.71,802.47,-463.31,-1096.89,-463.31,-1096.89,2.85,-11.9,-100,-100,-0.38,-0.11
110.84,10.02,8.28,436.62,801.2,-465.08,-1100.67,-465.08,-1100.67,2.82,-11.96,-100,-100,-0.38,-0.11
113.13,10.14,8.4,438.05,800.01,-466.4,-1103.49,-466.4,-1103.49,2.8,-12.01,-100,-100,-0.38,-0.11
115.86,10.28,8.56,439.63,798.5,-467.85,-1106.81,-467.85,-1106.81,2.77,-12.06,-100,-100,-0.38,-0.11
118.91,10.44,8.73,441.45,796.59,-469.52,-1110.44,-469.52,-1110.44,2.75,-12.12,-100,-100,-0.38,-0.11
121.19,10.57,8.86,442.62,795.09,-470.57,-1113.15,-470.57,-1113.15,2.72,-12.17,-100,-100,-0.38,-0.11
123.91,10.72,9.02,444.11,793.66,-471.93,-1116.82,-471.93,-1116.82,2.7,-12.22,-100,-100,-0.38,-0.11
126.84,10.89,9.2,445.39,792.19,-473.05,-1120.93,-473.05,-1120.93,2.67,-12.27,-100,-100,-0.38,-0.11
129.1,11.02,9.33,446.37,791.33,-473.92,-1124.47,-473.92,-1124.47,2.65,-12.31,-100,-100,-0.38,-0.11
131.82,11.18,9.5,447.32,790.17,-474.72,-1128.66,-474.72,-1128.66,2.62,-12.36,-100,-100,-0.38,-0.1
134.71,11.35,9.68,448.35,788.94,-475.6,-1133.21,-475.6,-1133.21,2.6,-12.41,-100,-100,-0.38,-0.1
136.95,11.48,9.83,448.95,787.8,-476.07,-1136.63,-476.07,-1136.63,2.57,-12.44,-100,-100,-0.38,-0.1
139.67,11.65,10,449.47,786.37,-476.45,-1140.8,-476.45,-1140.8,2.55,-12.49,-100,-100,-0.38,-0.1
142.5,11.83,10.19,450.24,784.37,-477.06,-1144.72,-477.06,-1144.72,2.52,-12.53,-100,-100,-0.38,-0.1
144.7,11.96,10.33,451.03,782.61,-477.72,-1147.62,-477.72,-1147.62,2.5,-12.56,-100,-100,-0.38,-0.1
147.41,12.14,10.52,452.29,781.18,-478.82,-1152,-478.82,-1152,2.47,-12.6,-100,-100,-0.38,-0.1
150.14,12.31,10.7,454.11,780.57,-480.48,-1157.32,-480.48,-1157.32,2.45,-12.64,-100,-100,-0.38,-0.1
152.27,12.45,10.85,455.65,780.35,-481.89,-1161.8,-481.89,-1161.8,2.43,-12.67,-100,-100,-0.38,-0.1
154.99,12.63,11.04,457.82,779.82,-483.91,-1167.32,-483.91,-1167.32,2.4,-12.7,-100,-100,-0.38,-0.1
157.65,12.81,11.23,459.95,778.68,-485.88,-1172.17,-485.88,-1172.17,2.37,-12.74,-100,-100,-0.38,-0.1
160.66,13.01,11.44,461.76,776.96,-487.5,-1177.33,-487.5,-1177.33,2.35,-12.77,-100,-100,-0.38,-0.1
163.12,13.18,11.62,463.07,775.51,-488.66,-1181.56,-488.66,-1181.56,2.32,-12.8,-100,-100,-0.38,-0.1
165.58,13.35,11.8,464.22,774.39,-489.65,-1186.19,-489.65,-1186.19,2.3,-12.83,-100,-100,-0.38,-0.09
168.64,13.57,12.03,465.53,773.07,-490.78,-1192.1,-490.78,-1192.1,2.27,-12.86,-100,-100,-0.38,-0.09
171,13.74,12.2,466.39,772.15,-491.49,-1196.8,-491.49,-1196.8,2.24,-12.88,-100,-100,-0.38,-0.09
173.27,13.9,12.38,467.09,771.23,-492.05,-1201.35,-492.05,-1201.35,2.22,-12.9,-100,-100,-0.38,-0.09
176.23,14.11,12.6,467.84,769.82,-492.6,-1207.14,-492.6,-1207.14,2.19,-12.93,-100,-100,-0.38,-0.09
178.53,14.28,12.78,468.46,768.81,-493.07,-1211.79,-493.07,-1211.79,2.17,-12.95,-100,-100,-0.38,-0.09
181.25,14.48,12.99,469.07,767.63,-493.5,-1217.36,-493.5,-1217.36,2.14,-12.97,-100,-100,-0.38,-0.09
184.09,14.69,13.21,469.86,766.44,-494.11,-1223.28,-494.11,-1223.28,2.11,-12.99,-100,-100,-0.38,-0.09
186.29,14.86,13.39,470.63,765.82,-494.73,-1228.24,-494.73,-1228.24,2.09,-13.01,-100,-100,-0.38,-0.09
189.01,15.07,13.6,471.45,765.23,-495.36,-1234.58,-495.36,-1234.58,2.07,-13.03,-100,-100,-0.38,-0.09
191.74,15.27,13.83,472.21,764.51,-495.94,-1240.87,-495.94,-1240.87,2.04,-13.04,-100,-100,-0.38,-0.09
193.87,15.44,14,472.76,763.89,-496.35,-1245.8,-496.35,-1245.8,2.02,-13.06,-100,-100,-0.38,-0.09
196.59,15.65,14.22,473.51,762.81,-496.91,-1251.83,-496.91,-1251.83,1.99,-13.07,-100,-100,-0.38,-0.09
199.25,15.86,14.44,474.19,761.12,-497.4,-1257.15,-497.4,-1257.15,1.96,-13.08,-100,-100,-0.38,-0.09
202.26,16.1,14.69,475.14,759.63,-498.14,-1263.66,-498.14,-1263.66,1.93,-13.09,-100,-100,-0.38,-0.09
204.72,16.29,14.9,476.02,759.12,-498.85,-1269.75,-498.85,-1269.75,1.91,-13.1,-100,-100,-0.38,-0.09
207.19,16.49,15.11,476.98,759.01,-499.64,-1276.29,-499.64,-1276.29,1.88,-13.11,-100,-100,-0.38,-0.09
210.24,16.74,15.37,478.5,758.57,-500.94,-1284.17,-500.94,-1284.17,1.85,-13.12,-100,-100,-0.38,-0.09
212.6,16.93,15.57,479.69,757.94,-501.96,-1290.01,-501.96,-1290.01,1.83,-13.12,-100,-100,-0.38,-0.08
214.85,17.12,15.76,480.76,757.03,-502.87,-1295.29,-502.87,-1295.29,1.8,-13.13,-100,-100,-0.38,-0.08
217.87,17.37,16.03,482.01,755.43,-503.91,-1302.08,-503.91,-1302.08,1.77,-13.13,-100,-100,-0.38,-0.08
220.16,17.56,16.23,483.02,754.05,-504.75,-1307.1,-504.75,-1307.1,1.75,-13.13,-100,-100,-0.38,-0.08
222.88,17.78,16.47,484.32,752.77,-505.85,-1313.48,-505.85,-1313.48,1.72,-13.13,-100,-100,-0.38,-0.08
225.72,18.02,16.72,485.84,751.91,-507.16,-1320.65,-507.16,-1320.65,1.69,-13.13,-100,-100,-0.38,-0.08
227.92,18.21,16.92,487.02,751.37,-508.18,-1326.36,-508.18,-1326.36,1.67,-13.13,-100,-100,-0.38,-0.08
230.63,18.44,17.16,488.25,750.62,-509.21,-1333.38,-509.21,-1333.38,1.64,-13.13,-100,-100,-0.38,-0.08
233.36,18.67,17.41,489.29,749.48,-510.04,-1340.11,-510.04,-1340.11,1.61,-13.12,-100,-100,-0.38,-0.08
235.49,18.86,17.6,489.95,748.25,-510.54,-1345.06,-510.54,-1345.06,1.59,-13.12,-100,-100,-0.38,-0.08
238.21,19.09,17.85,490.65,746.95,-511.04,-1351.68,-511.04,-1351.68,1.56,-13.11,-100,-100,-0.38,-0.08
240.89,19.33,18.09,491.26,745.83,-511.46,-1358.4,-511.46,-1358.4,1.54,-13.1,-100,-100,-0.38,-0.08
243.9,19.59,18.37,492.14,744.77,-512.11,-1366.22,-512.11,-1366.22,1.5,-13.09,-100,-100,-0.38,-0.08
246.35,19.81,18.6,492.8,744.05,-512.59,-1372.75,-512.59,-1372.75,1.48,-13.08,-100,-100,-0.38,-0.08
248.82,20.03,18.83,493.42,743.39,-513.01,-1379.43,-513.01,-1379.43,1.45,-13.07,-100,-100,-0.38,-0.08
251.9,20.3,19.12,493.97,742.71,-513.33,-1387.96,-513.33,-1387.96,1.42,-13.05,-100,-100,-0.38,-0.08
254.25,20.51,19.34,494.23,742.05,-513.41,-1394.36,-513.41,-1394.36,1.39,-13.04,-100,-100,-0.38,-0.08
256.5,20.71,19.55,494.58,741.37,-513.59,-1400.45,-513.59,-1400.45,1.37,-13.03,-100,-100,-0.38,-0.08
259.52,20.98,19.84,494.96,740.49,-513.73,-1408.73,-513.73,-1408.73,1.34,-13.01,-100,-100,-0.38,-0.07
261.82,21.19,20.06,495.15,739.52,-513.76,-1414.76,-513.76,-1414.76,1.31,-12.99,-100,-100,-0.38,-0.07
264.54,21.44,20.32,495.44,738.36,-513.83,-1421.89,-513.83,-1421.89,1.29,-12.97,-100,-100,-0.38,-0.07
267.37,21.7,20.59,495.7,737.87,-513.88,-1430.08,-513.88,-1430.08,1.26,-12.95,-100,-100,-0.38,-0.07
269.57,21.9,20.8,496.3,738.01,-514.3,-1436.98,-514.3,-1436.98,1.23,-12.93,-100,-100,-0.38,-0.07
272.28,22.15,21.06,497.29,738.36,-515.08,-1445.71,-515.08,-1445.71,1.2,-12.9,-100,-100,-0.38,-0.07
275.01,22.4,21.33,498.41,738.14,-515.99,-1453.95,-515.99,-1453.95,1.17,-12.88,-100,-100,-0.38,-0.07
277.14,22.6,21.53,499.04,737.72,-516.46,-1460.15,-516.46,-1460.15,1.15,-12.86,-100,-100,-0.38,-0.07
279.85,22.85,21.8,499.7,736.64,-516.91,-1467.54,-516.91,-1467.54,1.12,-12.83,-100,-100,-0.38,-0.07
282.54,23.1,22.06,500.32,735.7,-517.31,-1474.98,-517.31,-1474.98,1.09,-12.8,-100,-100,-0.38,-0.07
285.55,23.38,22.36,501.48,735.11,-518.24,-1483.84,-518.24,-1483.84,1.06,-12.76,-100,-100,-0.38,-0.07
288.01,23.61,22.6,502.6,734.8,-519.17,-1491.28,-519.17,-1491.28,1.03,-12.73,-100,-100,-0.38,-0.07
290.47,23.84,22.84,503.75,734.01,-520.12,-1498.27,-520.12,-1498.27,1.01,-12.7,-100,-100,-0.38,-0.07
293.53,24.13,23.15,505.17,732.36,-521.31,-1506.32,-521.31,-1506.32,0.97,-12.66,-100,-100,-0.38,-0.07
295.9,24.36,23.38,506.12,731.17,-522.07,-1512.62,-522.07,-1512.62,0.95,-12.63,-100,-100,-0.38,-0.07
298.14,24.57,23.6,507.06,730.12,-522.84,-1518.71,-522.84,-1518.71,0.92,-12.6,-100,-100,-0.38,-0.07
301.16,24.86,23.91,508.65,729.11,-524.19,-1527.33,-524.19,-1527.33,0.89,-12.56,-100,-100,-0.38,-0.07
303.46,25.07,24.14,509.77,728.36,-525.13,-1533.94,-525.13,-1533.94,0.87,-12.52,-100,-100,-0.38,-0.07
306.18,25.33,24.41,511.17,727.37,-526.32,-1541.64,-526.32,-1541.64,0.84,-12.48,-100,-100,-0.38,-0.07
309.01,25.6,24.69,512.29,726.25,-527.22,-1549.62,-527.22,-1549.62,0.8,-12.44,-100,-100,-0.38,-0.07
311.21,25.81,24.91,512.95,725.24,-527.71,-1555.67,-527.71,-1555.67,0.78,-12.4,-100,-100,-0.38,-0.06
313.92,26.08,25.19,513.63,723.97,-528.18,-1563.13,-528.18,-1563.13,0.75,-12.35,-100,-100,-0.38,-0.06
316.65,26.34,25.46,514.09,722.74,-528.43,-1570.71,-528.43,-1570.71,0.72,-12.31,-100,-100,-0.38,-0.06
318.79,26.54,25.68,514.51,721.9,-528.68,-1576.78,-528.68,-1576.78,0.7,-12.27,-100,-100,-0.38,-0.06
321.51,26.81,25.95,515.15,721.22,-529.1,-1584.89,-529.1,-1584.89,0.67,-12.22,-100,-100,-0.38,-0.06
324.19,27.06,26.22,515.59,720.69,-529.34,-1593.04,-529.34,-1593.04,0.64,-12.17,-100,-100,-0.38,-0.06
327.2,27.36,26.53,516.05,720.14,-529.56,-1602.25,-529.56,-1602.25,0.6,-12.11,-100,-100,-0.38,-0.06
329.65,27.59,26.78,516.18,719.48,-529.51,-1609.55,-529.51,-1609.55,0.57,-12.06,-100,-100,-0.38,-0.06
332.1,27.83,27.03,516.38,718.91,-529.51,-1616.93,-529.51,-1616.93,0.55,-12.01,-100,-100,-0.38,-0.06
335.18,28.13,27.34,516.82,718.27,-529.72,-1626.31,-529.72,-1626.31,0.51,-11.95,-100,-100,-0.38,-0.06
337.54,28.36,27.58,517.28,717.77,-529.99,-1633.48,-529.99,-1633.48,0.49,-11.9,-100,-100,-0.38,-0.06
340.28,28.62,27.86,517.63,716.8,-530.14,-1641.42,-530.14,-1641.42,0.46,-11.84,-100,-100,-0.38,-0.06
343.34,28.92,28.17,517.94,715.73,-530.21,-1650.33,-530.21,-1650.33,0.42,-11.77,-100,-100,-0.38,-0.06
345.62,29.14,28.4,518.44,715.33,-530.54,-1657.36,-530.54,-1657.36,0.39,-11.72,-100,-100,-0.38,-0.06
348.34,29.41,28.68,519.41,715.26,-531.3,-1666.14,-531.3,-1666.14,0.36,-11.66,-100,-100,-0.38,-0.06
351.17,29.68,28.97,520.53,715.13,-532.21,-1675.24,-532.21,-1675.24,0.33,-11.59,-100,-100,-0.38,-0.06
353.37,29.9,29.19,521.41,714.91,-532.92,-1682.21,-532.92,-1682.21,0.31,-11.53,-100,-100,-0.38,-0.06
356.09,30.16,29.47,522.31,714.1,-533.61,-1690.26,-533.61,-1690.26,0.28,-11.47,-100,-100,-0.38,-0.06
358.82,30.43,29.75,523.17,713.13,-534.26,-1698.18,-534.26,-1698.18,0.24,-11.4,-100,-100,-0.38,-0.06
360.96,30.63,29.97,523.87,712.43,-534.81,-1704.44,-534.81,-1704.44,0.22,-11.34,-100,-100,-0.38,-0.06
363.68,30.9,30.24,524.84,711.95,-535.57,-1712.81,-535.57,-1712.81,0.19,-11.27,-100,-100,-0.38,-0.06
366.33,31.16,30.51,526,711.44,-536.54,-1720.95,-536.54,-1720.95,0.16,-11.2,-100,-100,-0.38,-0.06
369.37,31.45,30.82,527.34,710.56,-537.65,-1729.94,-537.65,-1729.94,0.12,-11.12,-100,-100,-0.38,-0.06
371.82,31.69,31.07,528.35,709.57,-538.48,-1736.93,-538.48,-1736.93,0.09,-11.05,-100,-100,-0.38,-0.06
374.26,31.92,31.32,529.17,708.36,-539.12,-1743.65,-539.12,-1743.65,0.07,-10.98,-100,-100,-0.38,-0.05
377.32,32.22,31.63,530.33,706.96,-540.06,-1752.17,-540.06,-1752.17,0.03,-10.89,-100,-100,-0.38,-0.05
379.68,32.45,31.87,531.34,706.01,-540.89,-1758.88,-540.89,-1758.88,0,-10.83,-100,-100,-0.38,-0.05
381.92,32.67,32.09,532.22,705.2,-541.61,-1765.33,-541.61,-1765.33,-0.02,-10.76,-100,-100,-0.38,-0.05
384.95,32.96,32.4,533.65,703.9,-542.82,-1773.83,-542.82,-1773.83,-0.06,-10.67,-100,-100,-0.38,-0.05
387.24,33.18,32.63,534.51,702.76,-543.51,-1780.06,-543.51,-1780.06,-0.08,-10.6,-100,-100,-0.38,-0.05
389.97,33.44,32.9,535.36,701.22,-544.18,-1787.33,-544.18,-1787.33,-0.12,-10.51,-100,-100,-0.38,-0.05
392.69,33.7,33.18,536.2,699.97,-544.82,-1794.85,-544.82,-1794.85,-0.15,-10.43,-100,-100,-0.38,-0.05
394.83,33.91,33.39,536.95,698.92,-545.41,-1800.65,-545.41,-1800.65,-0.17,-10.36,-100,-100,-0.38,-0.05
397.57,34.17,33.67,537.71,697.75,-545.99,-1808.27,-545.99,-1808.27,-0.21,-10.27,-100,-100,-0.38,-0.05
400.16,34.42,33.93,538.59,696.72,-546.69,-1815.54,-546.69,-1815.54,-0.24,-10.18,-100,-100,-0.38,-0.05
403.2,34.71,34.23,539.47,695.62,-547.36,-1824.15,-547.36,-1824.15,-0.27,-10.08,-100,-100,-0.38,-0.05
405.58,34.94,34.47,540.11,694.54,-547.83,-1830.67,-547.83,-1830.67,-0.3,-10,-100,-100,-0.38,-0.05
408.31,35.2,34.74,540.86,693.38,-548.39,-1838.19,-548.39,-1838.19,-0.33,-9.91,-100,-100,-0.38,-0.05
411.23,35.47,35.02,542.04,692.37,-549.38,-1846.43,-549.38,-1846.43,-0.37,-9.8,-100,-100,-0.38,-0.05
413.47,35.69,35.25,543.19,691.67,-550.37,-1852.82,-550.37,-1852.82,-0.39,-9.72,-100,-100,-0.38,-0.05
416.19,35.94,35.51,544.86,691.03,-551.86,-1860.76,-551.86,-1860.76,-0.43,-9.63,-100,-100,-0.38,-0.04
418.9,36.2,35.78,546.31,690.22,-553.13,-1868.48,-553.13,-1868.48,-0.46,-9.53,-100,-100,-0.38,-0.04
421.08,36.4,35.99,547.43,689.42,-554.11,-1874.51,-554.11,-1874.51,-0.48,-9.45,-100,-100,-0.38,-0.04
423.79,36.65,36.26,549.1,688.28,-555.6,-1881.86,-555.6,-1881.86,-0.52,-9.34,-100,-100,-0.38,-0.04
426.53,36.91,36.52,550.85,687.01,-557.18,-1889.13,-557.18,-1889.13,-0.55,-9.24,-100,-100,-0.38,-0.04
428.62,37.1,36.73,552.13,685.91,-558.32,-1894.52,-558.32,-1894.52,-0.58,-9.16,-100,-100,-0.38,-0.04
431.35,37.36,36.99,553.51,684.46,-559.54,-1901.53,-559.54,-1901.53,-0.61,-9.05,-100,-100,-0.38,-0.04
433.94,37.6,37.24,554.81,683.05,-560.67,-1908.12,-560.67,-1908.12,-0.64,-8.95,-100,-100,-0.38,-0.04
436.96,37.87,37.53,556.13,681.65,-561.8,-1916.01,-561.8,-1916.01,-0.68,-8.83,-100,-100,-0.38,-0.04
439.37,38.1,37.76,557.09,680.66,-562.62,-1922.4,-562.62,-1922.4,-0.71,-8.73,-100,-100,-0.38,-0.04
441.69,38.31,37.98,558.04,679.82,-563.42,-1928.66,-563.42,-1928.66,-0.73,-8.64,-100,-100,-0.38,-0.04
444.58,38.57,38.25,558.87,678.42,-564.08,-1936.02,-564.08,-1936.02,-0.77,-8.52,-100,-100,-0.38,-0.04
446.93,38.78,38.47,559.49,677.25,-564.56,-1941.97,-564.56,-1941.97,-0.8,-8.42,-100,-100,-0.38,-0.04
449.65,39.03,38.73,560.21,676,-565.12,-1948.93,-565.12,-1948.93,-0.83,-8.31,-100,-100,-0.38,-0.04
452.57,39.29,39,561.03,674.68,-565.76,-1956.35,-565.76,-1956.35,-0.87,-8.18,-100,-100,-0.38,-0.03
454.81,39.49,39.21,561.64,673.65,-566.25,-1962.01,-566.25,-1962.01,-0.89,-8.09,-100,-100,-0.38,-0.03
457.53,39.73,39.46,562.41,672.13,-566.86,-1968.58,-566.86,-1968.58,-0.93,-7.97,-100,-100,-0.38,-0.03
460.24,39.97,39.71,563.25,670.57,-567.55,-1975.04,-567.55,-1975.04,-0.96,-7.85,-100,-100,-0.38,-0.03
