--- Terminal on COM9 | 460800 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
Fully Homed
BEGIN CSV
Time(ms),X_Target(cm),Y_Target(cm),Left_Error(deg),Right_Error(deg),Left_PID,Right_PID,Left_Feed_Forward,Right_Feed_Forward,X_Puck(cm),Y_Puck(cm)
0.01,6.99,5.08,0.07,0.02,0.07,0.02,33.60,19.32
1.42,7.00,5.08,0.20,0.07,0.20,0.07,33.91,19.46
2.95,7.02,5.08,0.39,0.59,0.39,0.59,34.23,19.62
4.47,7.05,5.09,0.57,0.40,0.57,0.40,34.54,19.76
5.99,7.10,5.09,1.47,0.58,1.47,0.58,34.83,19.90
7.51,7.16,5.10,1.70,1.78,1.70,1.78,35.12,20.03
9.04,7.24,5.11,2.60,1.69,2.60,1.69,35.39,20.15
10.57,7.33,5.12,3.52,2.27,3.52,2.27,35.64,20.27
12.09,7.44,5.13,3.75,3.62,3.75,3.62,35.89,20.38
13.63,7.55,5.15,5.10,3.36,5.10,3.36,36.12,20.48
15.16,7.68,5.16,5.72,4.45,5.72,4.45,36.34,20.57
16.69,7.83,5.18,6.44,5.77,6.44,5.77,36.55,20.66
18.23,7.98,5.20,8.18,5.91,8.18,5.91,36.74,20.74
19.77,8.15,5.21,8.60,7.46,8.60,7.46,36.92,20.82
21.30,8.33,5.24,10.04,8.37,10.04,8.37,37.08,20.89
22.83,8.52,5.26,11.38,9.13,11.38,9.13,37.24,20.95
24.37,8.72,5.28,11.92,10.85,11.92,10.85,37.38,21.00
25.91,8.94,5.31,13.95,11.47,13.95,11.47,37.50,21.05
27.44,9.16,5.33,14.76,12.52,14.76,12.52,37.62,21.09
28.99,9.40,5.36,15.79,14.40,15.79,14.40,37.72,21.12
30.52,9.65,5.39,17.82,14.74,17.82,14.74,37.80,21.14
32.06,9.91,5.42,17.62,16.16,17.62,16.16,37.88,21.16
33.61,10.18,5.45,19.77,17.52,19.77,17.52,37.94,21.17
35.15,10.46,5.48,20.65,18.09,20.65,18.09,37.99,21.18
36.70,10.75,5.52,20.84,19.69,20.84,19.69,38.02,21.17
38.24,11.05,5.55,23.30,20.26,23.30,20.26,38.04,21.16
39.78,11.35,5.59,22.62,20.98,22.62,20.98,38.05,21.14
41.32,11.67,5.62,24.08,22.23,24.08,22.23,38.04,21.12
42.87,12.00,5.66,25.04,22.59,25.04,22.59,38.02,21.09
44.41,12.33,5.70,24.19,23.37,24.19,23.37,37.99,21.05
45.96,12.67,5.74,26.11,24.22,26.11,24.22,37.94,21.00
47.50,13.03,5.78,25.44,24.37,25.44,24.37,37.88,20.95
49.05,13.39,5.82,25.81,24.84,25.81,24.84,37.81,20.89
50.59,13.75,5.86,26.78,24.92,26.78,24.92,37.72,20.82
52.14,14.13,5.91,25.51,25.12,25.51,25.12,37.62,20.74
53.69,14.51,5.95,26.09,25.35,26.09,25.35,37.51,20.66
55.23,14.90,6.00,25.72,25.26,25.72,25.26,37.38,20.57
56.77,15.30,6.04,24.69,25.32,24.69,25.32,37.24,20.48
58.31,15.70,6.09,24.59,25.08,24.59,25.08,37.09,20.37
59.86,16.11,6.14,23.71,25.19,23.71,25.19,36.92,20.26
61.41,16.52,6.19,23.11,25.00,23.11,25.00,36.74,20.14
62.95,16.94,6.24,22.18,24.28,22.18,24.28,36.54,20.02
64.50,17.37,6.28,21.39,24.50,21.39,24.50,36.34,19.89
66.04,17.80,6.33,20.34,23.91,20.34,23.91,36.12,19.75
67.59,18.24,6.39,19.31,23.13,19.31,23.13,35.88,19.60
69.13,18.68,6.44,18.67,22.94,18.67,22.94,35.63,19.45
70.68,19.13,6.49,16.96,22.03,16.96,22.03,35.37,19.29
72.23,19.58,6.54,16.03,21.47,16.03,21.47,35.10,19.12
73.77,20.03,6.59,14.94,21.07,14.94,21.07,34.81,18.94
75.31,20.49,6.65,13.06,20.17,13.06,20.17,34.51,18.76
76.87,20.96,6.70,12.26,19.65,12.26,19.65,34.19,18.57
78.41,21.43,6.76,10.76,18.99,10.76,18.99,33.86,18.37
79.97,21.90,6.81,9.48,17.82,9.48,17.82,33.52,18.17
81.51,22.37,6.87,8.49,17.12,8.49,17.12,33.17,17.96
83.06,22.85,6.92,6.87,16.21,6.87,16.21,32.80,17.74
84.61,23.33,6.98,5.65,15.43,5.65,15.43,32.41,17.51
86.16,23.81,7.03,4.36,14.73,4.36,14.73,32.02,17.28
87.70,24.29,7.09,2.90,13.95,2.90,13.95,31.61,17.04
89.23,24.77,7.14,1.70,13.14,1.70,13.14,31.19,16.80
90.77,25.26,7.20,0.41,12.14,0.41,12.14,30.76,16.54
92.31,25.74,7.26,-0.81,11.30,-0.81,11.30,30.31,16.28
93.85,26.23,7.31,-1.88,10.61,-1.88,10.61,29.85,16.02
95.40,26.72,7.37,-3.06,9.79,-3.06,9.79,29.37,15.74
96.95,27.21,7.43,-4.21,9.07,-4.21,9.07,28.88,15.46
98.51,27.71,7.48,-5.42,8.39,-5.42,8.39,28.37,15.16
100.06,28.20,7.54,-6.63,7.73,-6.63,7.73,27.85,14.86
101.61,28.69,7.60,-7.73,6.96,-7.73,6.96,27.33,14.56
103.16,29.19,7.66,-8.38,6.26,-8.38,6.26,26.78,14.25
104.72,29.68,7.71,-9.44,5.69,-9.44,5.69,26.22,13.93
106.27,30.17,7.77,-10.19,5.13,-10.19,5.13,25.64,13.60
107.83,30.67,7.83,-10.96,4.69,-10.96,4.69,25.06,13.26
109.38,31.15,7.88,-11.67,4.39,-11.67,4.39,24.46,12.92
110.93,31.64,7.94,-12.14,3.99,-12.14,3.99,23.84,12.57
112.49,32.13,8.00,-12.74,3.78,-12.74,3.78,23.22,12.22
114.04,32.62,8.05,-13.26,3.39,-13.26,3.39,22.58,11.85
115.59,33.10,8.11,-13.47,3.00,-13.47,3.00,21.92,11.48
117.14,33.58,8.17,-13.91,3.02,-13.91,3.02,21.26,11.10
118.69,34.06,8.22,-14.26,2.86,-14.26,2.86,20.58,10.72
120.25,34.53,8.28,-14.63,2.66,-14.63,2.66,19.88,10.33
121.80,35.00,8.33,-14.75,2.59,-14.75,2.59,19.17,9.93
123.36,35.47,8.39,-14.82,2.48,-14.82,2.48,18.45,9.52
124.91,35.94,8.44,-14.77,2.43,-14.77,2.43,17.71,9.10
126.46,36.40,8.49,-14.66,2.44,-14.66,2.44,16.97,8.68
128.01,36.86,8.55,-14.57,2.44,-14.57,2.44,16.20,8.26
129.56,37.31,8.60,-14.39,2.52,-14.39,2.52,15.43,7.82
131.12,37.76,8.65,-14.29,2.70,-14.29,2.70,14.64,7.38
132.67,38.20,8.70,-13.99,2.93,-13.99,2.93,13.83,6.93
134.22,38.64,8.75,-13.65,3.07,-13.65,3.07,13.02,6.47
135.77,39.07,8.80,-13.11,3.28,-13.11,3.28,12.19,6.01
137.31,39.50,8.85,-12.79,3.50,-12.79,3.50,11.35,5.54
138.86,39.92,8.90,-12.32,3.69,-12.32,3.69,10.50,5.06
140.41,40.33,8.95,-11.63,3.94,-11.63,3.94,9.63,4.57
141.97,40.74,9.00,-11.12,4.26,-11.12,4.26,8.74,4.08
143.51,41.14,9.04,-10.51,4.66,-10.51,4.66,7.85,3.58
145.07,41.54,9.09,-9.81,4.88,-9.81,4.88,6.94,3.07
146.61,41.93,9.14,-9.29,5.20,-9.29,5.20,6.02,2.56
148.16,42.31,9.18,-8.60,5.41,-8.60,5.41,5.08,2.04
149.69,42.68,9.22,-7.94,5.63,-7.94,5.63,4.15,1.52
151.24,43.05,9.27,-7.17,5.91,-7.17,5.91,3.18,0.98
152.78,43.41,9.31,-6.41,6.20,-6.41,6.20,2.21,0.44
154.31,43.75,9.35,-5.77,6.44,-5.77,6.44,1.23,-0.10
155.86,44.10,9.39,-5.08,6.76,-5.08,6.76,0.23,-0.66
157.40,44.43,9.43,-4.42,6.95,-4.42,6.95,-0.78,-1.22
158.95,44.75,9.46,-3.68,7.08,-3.68,7.08,-1.81,-1.79
160.50,45.07,9.50,-3.01,7.39,-3.01,7.39,-2.86,-2.37
162.05,45.38,9.54,-2.37,7.54,-2.37,7.54,-3.91,-2.96
163.61,45.68,9.57,-1.69,7.76,-1.69,7.76,-4.99,-3.56
165.17,45.97,9.60,-1.13,7.96,-1.13,7.96,-6.08,-4.16
166.72,46.25,9.64,-0.52,7.88,-0.52,7.88,-7.18,-4.77
168.28,46.52,9.67,-0.02,8.09,-0.02,8.09,-8.30,-5.39
169.82,46.77,9.70,0.47,8.13,0.47,8.13,-9.42,-6.00
171.36,47.02,9.73,1.19,8.09,1.19,8.09,-10.55,-6.63
172.91,47.26,9.75,1.47,8.12,1.47,8.12,-11.70,-7.27
174.45,47.48,9.78,1.98,8.11,1.98,8.11,-12.86,-7.91
176.01,47.70,9.80,2.39,8.00,2.39,8.00,-14.04,-8.56
177.55,47.90,9.83,2.45,8.04,2.45,8.04,-15.23,-9.21
179.09,48.09,9.85,3.08,7.80,3.08,7.80,-16.43,-9.88
180.63,48.26,9.87,3.33,7.68,3.33,7.68,-17.64,-10.54
182.17,48.43,9.89,3.57,7.49,3.57,7.49,-18.87,-11.22
183.73,48.58,9.91,3.93,7.24,3.93,7.24,-20.12,-11.91
185.28,48.72,9.92,3.73,6.99,3.73,6.99,-21.37,-12.60
186.83,48.85,9.94,4.21,6.87,4.21,6.87,-22.65,-13.31
188.39,48.97,9.95,4.20,6.58,4.20,6.58,-23.94,-14.02
189.93,49.07,9.96,4.11,6.39,4.11,6.39,-25.24,-14.73
191.49,49.16,9.97,4.57,6.01,4.57,6.01,-26.56,-15.46
193.04,49.23,9.98,4.21,5.66,4.21,5.66,-27.88,-16.19
194.59,49.29,9.99,4.40,5.40,4.40,5.40,-29.23,-16.93
196.14,49.33,9.99,4.44,5.04,4.44,5.04,-30.58,-17.67
197.69,49.36,10.00,3.72,4.99,3.72,4.99,-31.95,-18.43
199.25,49.38,10.00,4.63,4.53,4.63,4.53,-33.34,-19.19
200.79,49.38,10.00,4.07,4.27,4.07,4.27,-6.61,-11.80
202.23,49.38,10.00,4.19,4.22,4.19,4.22,-6.65,-11.97
203.78,49.37,10.00,4.68,4.15,4.68,4.15,-6.68,-12.16
205.33,49.36,10.00,4.87,4.20,4.87,4.20,-6.72,-12.35
206.87,49.34,10.01,5.14,4.10,5.14,4.10,-6.75,-12.54
208.42,49.32,10.01,5.22,3.98,5.22,3.98,-6.77,-12.72
209.97,49.29,10.01,5.52,3.86,5.52,3.86,-6.79,-12.91
211.52,49.26,10.02,5.68,3.53,5.68,3.53,-6.81,-13.09
213.07,49.22,10.02,5.68,3.16,5.68,3.16,-6.83,-13.27
214.61,49.18,10.03,5.65,2.62,5.65,2.62,-6.83,-13.45
216.17,49.13,10.04,5.48,2.17,5.48,2.17,-6.84,-13.63
